charTrigrams,wordBigrams,wordUnigrams
rit,free from,told
dge,coming all,around
rt,the evil,prophecy
y w,dowry free,eat
oth,ji has,director
ies,will not,expo
hap,knowledge told,provide
ase,people are,denied
san,by sant,never
 mi,and there,rule
has,end with,event
l t,p m,lead
igh,has come,court
l c,right path,tomorrow
cti,do you,u
itu,you know,leader
 br,like heaven,govt
 pl,rain on,high
era,on time,according
eas,maharaj that,young
use,basis of,support
nal,atmosphere of,am
ish,will see,national
oll,t v,money
ual,devoted to,future
kin,which will,name
d o,come in,starting
aga,god has,others
ese,t eat,vishwaguru
s h,will create,disciples
oun,philosophy of,eliminated
t h,now this,animals
ren,in front,philosophy
 le,front of,salvation
nst,eat meat,happily
tiv,of satyug,intoxication
nte,a part,happiness
 ba,has already,chyren
edg,there would,looking
a i,t be,before
n e,teachings of,widow
hea,of kabir,news
god,looking forward,mutual
owl,of new,brotherhood
wle,to see,title
sed,a film,shooting
new,the team,ponniyin
cre,in tamil,selvan
par,happy birthday,maniratnam
 te,an epic,happen
 da,kalki s,muslims
ity,as an,mind
s d,women scientists,bcz
et,of science,creating
ree,through video,immediate
peo,s amp,thanks
eop,amp t,without
opl,may suffer,chandrasekhar
h t,cardiac arrest,nrc
eac,as well,both
ani,lot of,real
tor,to protest,initiative
 bu,in favour,actor
end,favour of,songs
ins,of constitution,created
was,the jail,shri
y o,because he,another
sad,for their,drugs
tv,can t,humans
 ho,thanks to,path
d f,that the,complete
med,delhi police,lives
get,you are,adultery
ew,of human,female
 tv,taken to,nostradamus
dev,he needs,once
oul,the power,tobacco
e k,power of,possible
 ab,protest against,satsang
 si,chandrasekhar azad,consider
per,people in,kill
r o,the country,satyuga
ona,across the,biggest
low,let s,alcohol
ace,denying medical,set
ast,to all,big
r y,will have,latest
o c,from a,vikram
t f,it seems,fans
n m,caa nrc,star
yon,people of,d
adh,amp the,mega
 hu,way to,series
uld,all of,conference
een,it was,address
eri,of my,basic
ini,my favorite,hope
 gi,countries will,place
ou,ji is,think
ole,now we,years
dis,coming the,heard
dic,be bound,arrest
o a,bound in,arrested
she,year message,retweet
we,and his,person
 t,be killed,own
g f,the satyug,attention
gai,women as,watching
bec,daughter and,respect
ake,respected the,step
m t,the elders,peaceful
hol,elders did,denying
g s,did mother,media
tre,mother service,via
ong,because ram,across
giv,free india,law
spi,only true,chief
tru,maharaj has,history
 ac,sadhana channel,drink
pea,channel pm,finally
ic,men and,begin
uma,and women,spread
hav,by great,birthday
 ja,today people,consume
ho,are living,thread
d c,living their,obedient
 cr,their lives,respected
aty,lives happily,elders
hou,by doing,bhakti
d m,weddings without,satbhakti
n f,without dowry,men
vot,like a,south
 yu,on any,down
ssi,coming in,system
ern,kind of,v
red,sadhna channel,sooner
rd,at p,entire
d h,to follow,together
h i,and peace,period
 gr,the countries,expected
und,his knowledge,screen
ame,one who,different
a s,is only,dream
evo,god fearing,kalki
hum,once again,addresses
pla,the real,innovation
t b,is giving,each
ble,son did,rights
bou,not die,happening
o h,die before,leaders
chi,father no,dalit
tod,no sister,tihar
oda,sister and,instead
rel,and daughter,though
bri,is possible,scared
pir,possible only,cannot
tyu,be eliminated,bail
nit,prophecy of,share
sen,about saint,reality
abo,new civilisation,ll
o b,everyone was,fight
l o,policy there,provided
llo,no cheating,hell
fil,v pm,fighting
d p,is nothing,yes
s l,nothing in,army
 la,to feel,aiims
aza,feel happy,super
d d,happy about,seems
tel,about in,pic
ann,should always,nation
owe,always keep,written
act,keep in,trending
 ou,the mind,nothing
din,mind that,following
 ye,is full,north
shi,of sorrows,st
tua,were devoted,house
 ea,god presently,hard
ail,these qualities,favorite
il,qualities are,prosperity
ote,are seen,bound
tic,a spiritual,guru
 ex,spiritual atmosphere,problem
h a,atmosphere all,discrimination
ugh,a better,p
 us,devotion as,off
 ve,the borders,rain
ber,of supreme,became
g w,soon as,basis
any,take naam,woman
str,take dowry,devoted
f a,of society,borders
oci,a bright,rt
see,bright future,front
lit,future then,eyes
ine,then start,land
ire,start following,foretellers
ee,following saint,teachings
gin,maharaj he,exclusive
ort,create heaven,kundavai
ali,heaven on,wishing
id,earth sooner,actors
i s,coming soon,confirmed
tit,prediction about,technology
s g,the nation,largest
ue,sacred land,inaugurate
dow,coming under,engineering
rth,now ram,literature
fol,must listen,teachers
ina,hindu saint,dissent
hna,and will,water
t c,the basis,forget
cou,great hindu,suffer
ice,great man,cardiac
gre,the entire,ready
can,entire world,twitter
s m,prediction of,hit
tes,not a,hyderabad
t m,forward to,muslim
ore,there are,loved
d e,play the,major
y f,s shoot,too
tat,via video,political
uti,students at,hearing
soc,the international,hospital
r i,science literature,got
r m,were also,remember
 i,by muslims,treat
ein,a change,shah
ike,health is,favour
 un,is still,speaking
 na,denied medical,jamia
nts,is at,urgent
ilm,instead of,far
oti,a hospital,enough
v p,human right,request
ure,please retweet,wish
eli,go to,using
yea,jail for,join
el,for me,days
o s,for you,away
eed,for india,prove
lik,that he,sign
t d,for his,value
d r,why jailed,fear
 bo,he raised,raise
dre,raised voice,treated
a c,against modi,npr
ms,modi shah,art
sha,shah s,things
che,s dictatorship,culture
ord,dictatorship step,done
l d,step he,spreading
o i,he jailed,works
ryo,he spoken,vote
ous,spoken in,movies
liv,constitution now,nd
n k,now he,looks
dhn,being tourcherd,low
 ad,tourcherd in,beginning
iss,jail that,lets
y h,why we,tell
 dr,we want,citizen
ari,is scared,killed
ang,scared of,looked
whi,of that,quality
eme,is your,fraud
ls,medical assistance,service
oin,i think,inspired
val,can go,hindi
nti,to life,weddings
zad,the hell,kind
ey,of his,daily
how,for them,fearing
ny,release him,rate
a b,change the,ist
les,an indian,lion
ht,not in,son
ds,modi ji,die
y b,as he,father
do,bhim army,astrologer
ook,people to,civilisation
ra,to raise,rural
vid,of an,policy
sse,they were,cheating
im,i would,seeing
a m,save constitution,nobody
rie,call to,sorrows
 im,started by,peak
m s,apart from,killing
nly,give missed,does
rec,a number,naam
 az,to drink,considered
ras,family and,bright
ite,become a,virtuous
but,india who,glory
arr,i was,vulgar
ade,this new,thus
r w,such a,sacred
ct,to you,known
ivi,beginning of,say
iva,ble pm,between
de,a happy,telling
r h,of us,kali
nin,india s,duty
n d,will prevail,awaited
m a,humanity and,upcoming
n p,be there,sources
hip,happy to,audience
eca,and a,excited
cau,coming saint,recently
onl,kabir is,exciting
iri,is supreme,gap
j i,are divided,official
tur,divided in,per
sup,caste religion,session
rig,religion etc,hair
ell,etc but,characters
a p,but as,chola
whe,as sant,participation
l i,ji said,held
hy,said golden,addressing
spe,the thread,opportunity
don,humanity new,tech
ors,all delhi,cases
mon,delhi citizen,queen
ele,in marriage,sun
o d,be completely,hear
lle,ji and,trend
e v,animals will,could
 bi,god in,democratic
mis,every man,sent
l h,as sister,violence
him,sister daughter,struggle
tte,in them,critical
eal,them today,dont
hil,today this,raised
way,this quality,dictatorship
ful,etc will,spoken
ria,be ended,tourcherd
war,and devotion,conditions
ass,service and,month
ood,presently this,till
y m,caste and,harass
r d,and religion,public
rem,said that,happens
rna,true devotion,assistance
tak,inspired by,near
lis,great hindi,community
aug,hindi saint,wants
kal,happily by,requires
ovi,doing weddings,face
y p,living being,collection
r c,fight on,jan
n h,will follow,petition
g m,and everyone,friends
so,the aim,required
dra,aim of,plz
l p,that every,level
son,every person,brother
ian,person should,huge
ten,is why,issues
let,why he,gets
w t,to lead,r
t e,lead everyone,bhim
 ro,everyone on,disease
gur,and make,reject
fes,seems that,guys
n n,god there,beautiful
mor,will apply,apart
ich,only sant,party
ash,know who,girl
bei,is best,congress
ces,happy and,assembly
 ki,and earth,talked
aus,become like,those
uni,must know,non
tan,golden yug,success
 or,again with,mission
f i,satyug it,begins
rou,it used,inspire
my,to rain,tried
rue,time son,meet
g o,before father,prevail
nes,daughter became,born
 er,became widow,everyday
 ri,widow at,divided
ami,present satyug,ended
lin,why his,drug
 ge,are completely,poison
nee,completely happy,breaking
ict,more information,bribe
o f,making india,fruits
ath,discrimination of,feticide
r b,high and,holy
ial,and low,addiction
ete,live happily,aim
por,and brotherhood,saviour
del,maharaj a,famous
ard,civilisation based,lived
hic,was afraid,apply
tal,afraid of,rules
rsh,god they,east
fre,they used,west
ses,follow good,vegetarians
hoo,good policy,information
o p,cheating and,clean
ntr,and dishonesty,afraid
r p,kalyug we,dishonesty
lic,are seeing,proper
als,seeing the,sure
o w,same qualities,shown
ndr,qualities in,environment
s r,in disciples,jagatguru
r f,know more,crimes
ip,anyone no,increasing
d k,because now,evils
nam,true guru,quarrels
cas,way of,wait
ppy,is creating,strong
sin,at its,safe
mil,its peak,shamelessness
rot,on new,upon
wom,to create,harm
tra,the house,deeksha
l w,ji golden,tatvgyan
kha,present the,smoking
tea,end all,conflicts
mbe,coming no,along
ser,help of,religious
g p,coming peace,parents
nde,harmony will,developed
o o,naam deeksha,jai
ude,will consume,revolution
stu,when the,yuga
ety,watch this,shocking
gs,the book,someone
s e,that all,poet
py,again in,yesterday
iet,the glory,original
nis,glory of,almost
ach,of lord,working
its,knowledge will,trisha
d n,him he,locations
ely,our society,talks
ved,society is,behalf
a f,we always,karthi
hei,always heard,reception
vin,heard a,erode
ost,lot about,shot
ile,about heaven,hand
o g,heaven now,reunites
ans,time we,april
a n,see heaven,wishes
cte,heaven in,reply
cat,our eyes,direct
y d,eyes on,fan
ays,on thus,chiyaan
ys,thus sacred,second
cia,land the,dec
eta,will start,journey
iat,start soon,font
n c,as kabir,announcement
a a,mutual conflicts,produced
pm,along with,mx
lat,same rule,proud
s k,the age,vandiyathevan
loo,age of,budget
isc,mother daughter,discuss
owr,maharaj do,script
lay,was considered,shelved
jai,and were,stage
hey,in that,watched
oli,soon in,presented
hen,sant rampalji,spoke
a h,there won,student
mak,of spiritual,inaugurated
cri,is spreading,biswa
ici,world in,bangla
a r,kali yuga,convention
 up,consider devotion,centre
rol,first duty,model
cto,duty of,competition
num,of their,scientific
mpl,chyren the,technologies
omp,the chief,presentation
wry,s going,school
dir,to happen,avoid
eni,coming prediction,virus
 qu,of foretellers,panic
hi,foretellers prove,corona
att,prove that,continues
rac,that saint,evidence
ges,bring satyug,definitely
f m,satyug on,ravan
lif,of true,protests
aki,coming kabir,ill
eir,a poet,memories
mes,in his,seeking
arm,a very,jama
tud,this the,masjid
l k,film with,prisoner
ngs,today at,speech
aly,schedule starts,site
ont,starts from,fine
unt,and at,detained
g h,expected to,successful
fir,in s,divide
i w,on behalf,activities
pol,anna amp,interview
d g,amp anna,details
nge,anna at,accused
p t,a marriage,y
ife,marriage reception,least
gh,reception at,talk
ran,at erode,order
e u,erode today,home
lly,after and,self
pec,reunites with,asap
ise,with for,fascist
tut,very happy,deteriorating
 my,during the,tweet
oon,the shoot,demand
a w,ratnam s,reading
eco,with in,abroad
atm,dream project,prison
lan,in is,released
dy,title font,hey
ris,as per,serious
ks,movie with,doctor
ekh,epic novel,comes
f h,well as,politics
fe,watch live,yet
ned,i spoke,able
f c,scientists amp,numbers
tri,in science,ensure
t l,read here,thank
lor,participation of,campaign
rop,science film,anything
 fu,film festival,chandra
hel,festival of,totally
sav,who have,responsible
d l,inaugurate the,sound
ura,at biswa,doesn
i a,biswa bangla,inhumane
hed,bangla convention,condition
mos,convention centre,kindly
shw,minister of,k
igi,model competition,turn
scr,address at,fake
evi,science expo,chat
egi,ble minister,ur
rst,treatment and,came
ron,me to,deceive
car,happening in,august
rre,in delhi,register
nne,this man,population
lim,give him,launched
t n,on twitter,neither
oug,women were,fast
sh,a dalit,whose
imp,jama masjid,powerful
sio,still in,child
mar,about this,program
nto,this change,ending
ok,arrested by,education
 af,sent to,worked
ene,to tihar,prof
h w,basic human,moment
ege,of health,signing
lig,to jail,building
uru,you for,matter
g d,struggle to,find
m i,we must,little
ori,azad s,pure
wou,medical attention,inspiration
 ot,the government,peacefully
sto,of at,uk
goi,the reality,throughout
hes,immediate medical,lined
f d,a peaceful,discussion
acc,the accused,amazing
sis,is on,welcome
anc,urgent medical,itself
orr,the order,pls
mov,medical help,consciously
mat,be provided,ahead
cor,s health,boundaries
g b,azad and,intoxicants
avi,the medical,changing
w y,wants to,daughters
exp,where is,married
ata,is denying,simple
nna,for some,taste
yan,provide him,tongue
 ap,azad requires,mein
add,requires immediate,deeds
soo,his right,lies
rov,a human,misdeeds
r r,super hit,wealth
ppe,has to,marriages
pen,needs to,removing
eet,for our,hypocrisy
why,of is,diseases
l m,bring a,waste
onc,the state,cinema
 el,to and,saintrampalji
rti,of who,practice
eam,we have,tie
fte,able to,trees
vel,of people,thievery
thr,of your,murders
hte,your support,sahib
ext,to a,disorders
pic,out of,provides
ana,doesn t,scriptures
l e,how the,appear
lyu,care to,war
ie,to chandrashekhar,establish
ack,to aiims,regulations
ck,suffer cardiac,explained
tro,also a,crime
fer,be treated,freedom
mal,these are,azaadi
 cl,are the,liberator
inc,health amp,goat
ndu,and many,pond
 op,many more,lions
ner,coming out,rich
r e,out on,poor
own,i m,foeticide
ule,the initiative,america
ond,have given,jean
vie,always against,dixon
mot,pic of,spiritualism
n g,the day,probably
ded,reject caa,originate
y r,s a,remain
l r,please give,injustice
ema,is trending,satguru
 du,against this,paradise
ntl,number and,solution
ily,they are,understanding
qua,the national,dance
ti,is how,obscenity
oot,my work,initiation
ild,is this,death
m o,how to,occur
hwa,talked about,times
phe,of life,consumption
bas,had a,special
tie,in making,playing
duc,making the,top
van,the st,liquor
rge,with a,weaker
wha,year for,section
r l,what a,lie
tho,created a,sing
h o,and this,put
o m,shri ji,everybody
 gu,love and,accept
gra,happy new,dancing
eng,the year,prohibited
des,to start,reason
ett,lined up,adulteration
y l,great to,leading
pon,the i,evening
p o,i hope,blessing
rte,the boundaries,sorrow
