charTrigrams,wordBigrams,wordUnigrams
n m,germany artensterben,wish
 gr,artensterben mani,sick
ime,mani topic,death
ing,topic today,thousand
t i,s larg,import
pl,larg demonstr,idea
rti,demonstr clock,window
ori,clock tick,pictur
t r,tick mainz,care
ug,mainz th,yesterday
mor,th mass,presid
peo,mass extinct,memori
opl,extinct take,these
i c,take place,oh
rst,place eye,problem
r t,eye let,amaz
t n,let destroy,bad
rn,destroy natur,reason
min,natur we,commun
ong,we re,left
new,re connect,intern
tho,how atmospher,across
hou,wow first,onlin
ant,first figur,anymor
 n,figur low,author
hea,low more,dark
 au,more mainz,man
ont,mainz might,famili
son,might still,break
e h,still final,side
t m,final figur,kid
men,wow the,hour
ed,count low,here
ct,low now,soon
t l,now updat,enjoy
tio,updat mainz,sure
ok,count more,give
e t,more street,champion
 sa,street mainz,u
n p,mainz today,mainstream
d t,welcom mainz,full
 wh,mainz climat,rt
cis,climat activist,twitter
ror,activist support,he
ive,support better,nice
go,better tomorrow,old
get,tomorrow children,d
e m,children grandchildren,got
und,big day,clean
 la,day us,wait
tic,us involv,gon
 no,involv climat,just
act,climat futur,satir
 fu,futur movement,insult
app,movement around,develop
int,around mainz,head
ook,mainz tomorrow,number
ard,tomorrow expect,end
d s,expect surpass,done
iti,surpass expect,playlist
oli,host nation,ticket
nk,nation wide,pay
 t,wide demonstr,demo
 ki,demonstr th,clear
 ev,th januari,statement
k s,januari happi,dortmund
s g,happi play,eye
emo,play part,natur
lac,i expect,final
irs,expect a,updat
oun,a landmark,tomorrow
ost,landmark rule,part
ood,rule germani,court
way,s highest,feder
r r,highest constitut,allow
n f,court overturn,rememb
e b,overturn section,learn
hi,section crimin,special
oul,crimin code,there
uld,code assist,to
e w,suicid longer,sometim
ind,longer prohibit,comfort
t h,that good,e
d c,good news,happen
mat,what time,bavaria
eed,time aliv,favourit
nst,we right,hamburg
ect,right die,from
por,die self,price
t b,self determin,despit
ran,determin way,long
us,way the,step
i p,the current,turn
od,current legal,produc
ee,legal posit,worth
l s,posit assist,or
so,suicid unconstitut,pass
ame,unconstitut a,particip
oth,a surprisingli,desir
lin,surprisingli clear,environ
te,clear rule,thread
pol,rule german,wing
d p,german feder,tell
ien,feder constitut,steinmeier
ank,court i,anti
n h,i simpli,immigr
s s,simpli reliev,human
ten,s constitut,strong
om,court allow,person
e r,allow i,move
tte,i rememb,imagin
ide,rememb i,peac
nte,i learn,may
dea,learn regul,hold
not,regul back,found
ang,back internship,when
r f,internship alreadi,march
 bl,alreadi legal,societi
rie,legal belgium,singl
azi,belgium look,beaten
hin,see thought,fuck
 br,thought design,of
mai,design law,those
e l,special applaus,month
e n,applaus wish,help
ons,wish church,deadli
e e,church place,crime
r w,place law,public
how,law well,organ
ree,well said,press
gra,so german,surpris
e d,german parliament,neo
hap,parliament discuss,action
lay,discuss assist,fan
goo,assist die,solidar
ris,die today,cant
rme,s wild,polit
pen,wild there,bremen
r d,there lot,after
wit,lot patronis,rau
nc,thx info,differ
eri,in love,light
fri,love bverfg,hi
wan,impress post,contribut
 ye,post written,think
aci,written cancer,behind
mp,cancer sick,matchday
ew,sick young,poison
zi,young woman,exist
hot,woman my,least
 bo,my right,eight
ike,right death,investig
der,death digniti,immedi
y s,to cure,spread
n g,cure sometim,are
ati,sometim reliev,y
n w,reliev often,wtf
 cu,often comfort,door
i l,comfort alway,h
n r,alway e,readi
ish,e trudeau,read
rli,farmer stage,tour
ron,stage anoth,cloud
tor,anoth tractor,cup
ote,protest thi,cc
tes,thi happen,total
ber,happen right,brother
r b,right berlin,morn
ntr,thousand farmer,speak
tal,demonstr volksfestplatz,do
tar,volksfestplatz nuremberg,miss
e o,berlin protest,perform
win,protest state,air
cit,state s,cover
las,s agricultur,anyon
ast,agricultur polici,doctor
i a,polici on,away
e i,my favourit,heart
 im,favourit today,send
imp,s without,hope
lis,without farmer,abl
d b,farmer would,either
low,would hungri,seem
rou,hungri nake,is
d m,nake sober,fun
ici,farmer demo,whether
id,demo hamburg,broadcast
wha,hamburg today,pig
ern,from farmer,choir
ugh,farmer strike,reload
ere,strike today,ok
can,farmer honk,deni
d f,honk way,machin
ult,berlin giant,point
ith,giant tractor,whole
d h,protest condit,gim
i n,condit judg,name
 mu,judg banner,neuer
are,banner tractor,waldschmidt
i d,tractor low,never
ser,low food,luca
 gu,food price,save
naz,price despit,believ
m p,despit eu,ad
r g,eu agro,run
y a,agro subsidi,klagenfurt
mon,subsidi ha,result
r c,ha eu,beat
 ac,eu scale,stuck
chi,scale back,internet
ig,back what,manag
i h,what short,daughter
i r,short long,arriv
shi,term dynam,cost
see,there s,instead
l a,s lot,told
sh,lot tractor,possibl
s p,tractor berlin,wo
you,berlin today,articl
rot,germani berlin,headlin
ian,protest countri,featur
i g,countri govern,write
l t,govern talk,destroy
nti,talk big,connect
m s,big supermarket,figur
k h,supermarket chain,count
n d,chain chang,around
sha,chang anyth,host
lit,wow power,wide
 dr,power peopl,januari
eas,peopl farmer,rule
fre,farmer ai,highest
s m,ai n,suicid
d a,patienc wonder,self
n n,sometim document,legal
d g,document daili,simpli
lim,daili life,reliev
ave,life today,design
mak,today st,said
nee,st munich,parliament
ou,s protest,discuss
ce,germani via,thx
l f,veri import,info
rk,import step,young
le,step right,digniti
di,right direct,often
spe,direct farmer,thuringia
lov,farmer environmentalist,state
out,environmentalist start,agricultur
i i,start talk,nake
 jo,media ignor,condit
ir,ignor today,banner
sen,today report,eu
ope,report what,term
 ci,what wrong,govern
l d,wrong modern,anyth
dem,modern journal,ai
ima,journal the,veri
ond,the protest,ignor
g d,protest werent,journal
fin,werent local,local
dre,local german,protect
ppi,german idea,difficult
 hi,demonstr environment,hear
ssi,environment protect,loud
l p,protect law,offic
sin,law low,angri
llo,low price,healthi
bac,price make,roughli
loo,make life,fraction
s a,life difficult,controversi
h t,scientist envis,fill
cto,envis futur,sign
g t,futur german,effect
 sc,german agricultur,fight
ep,agricultur farmer,poor
nvi,farmer import,america
rep,import part,anim
is,part chang,platform
sto,we wonder,face
thr,wonder could,mp
ean,could hear,present
inu,hear loud,debat
orl,loud horn,extrem
rld,horn blare,excus
kil,blare offic,gather
k g,offic window,european
lik,window today,foreign
oin,today turn,sympathi
ven,turn s,merkel
 ou,s zillion,frank
use,zillion angri,walt
rai,angri farmer,guest
cla,friendli despit,art
ins,despit healthi,discrimin
fee,healthi still,walk
s t,still not,latest
eme,not produc,nine
tin,produc autom,lost
inc,autom hard,mourn
des,hard work,ye
nat,the appear,mayb
r l,appear roughli,if
til,roughli fraction,christian
unt,fraction s,for
ett,s net,shooter
de,net worth,quot
ari,worth fraction,check
t o,fraction sport,enough
urn,sport controversi,seven
pos,controversi banner,migrant
rem,banner roughli,fund
mem,roughli per,especi
ath,per mill,divers
ric,mill cf,shock
 gi,impress pictur,crew
ner,pictur farmer,deport
 bi,berlin on,honesti
per,mani individu,idiot
env,individu farmer,liar
edi,farmer also,becaus
l g,also stood,be
r i,stood home,muslim
bla,home go,am
dli,or farmer,target
 sp,ideolog ca,drug
l c,t fill,dirti
car,fill stomach,hello
sch,stomach take,recent
 ga,take note,trigger
l l,note farm,ultra
omm,farm stranglehold,find
oot,stranglehold environment,deed
hoo,environment economi,page
n u,economi say,among
d d,say sign,other
ag,sign german,demand
inz,farmer want,hall
nde,want govt,homophob
eco,govt talk,fascist
ick,talk pass,shout
k m,pass law,fresh
ext,law without,martin
tak,without particip,journalist
ace,paradox exact,ask
nal,exact opposit,forget
now,opposit effect,goe
wel,effect desir,violenc
hil,desir we,confirm
big,we know,bundesliga
r m,know fight,weekend
sur,fight better,network
d l,better environ,within
ews,environ poor,respons
y t,poor farmer,fire
rel,s america,friday
s c,america condit,asylum
l b,condit anim,mon
ip,anim care,area
war,care yesterday,road
ign,i know,folk
cia,how want,potenti
s w,want proud,american
ell,proud countri,defend
o g,countri come,hometown
dis,episod i,dank
 yo,i discuss,hockey
m r,discuss racist,exhibit
m f,attack thank,p
alk,thank offer,galeri
lk,offer us,region
enc,us platform,dec
ail,germani must,awesom
via,must face,everyth
vir,face underestim,confer
med,underestim right,begin
eal,wing terrorist,locat
ork,terrorist threat,landscap
 pi,threat long,tabligh
als,long presid,amir
lso,presid parliament,sahib
hom,parliament wolfgang,absolut
old,wolfgang schubl,earli
 op,schubl tell,catch
a c,tell german,crazi
oll,german mp,funni
erv,mp unusu,ll
d r,unusu german,hourli
k d,presid steinmeier,r
i w,steinmeier present,throwback
mme,present debat,born
 it,debat right,lt
eek,wing extrem,kinzig
eak,extrem hate,fiction
a b,hate follow,whi
ey,follow attack,alon
y w,s leader,univers
gre,leader gather,an
yea,gather rememb,und
eel,victim racially,ve
eee,racially motiv,share
cli,motiv attack,formula
ore,attack watch,hand
l h,watch dw,huge
gen,dw new,weltknuddeltag
any,new live,cuddle
tro,live coverag,someon
oy,the racist,otherwis
mos,racist murder,tight
ild,murder shown,babi
pec,shown european,wdr
pi,european anti,facebook
urt,anti immigr,oma
adi,immigr bigotri,social
oug,bigotri lead,sing
esi,lead the,case
rit,the inhuman,haha
erl,inhuman situat,outrag
lic,situat govern,cours
k w,govern continu,popular
g s,continu turn,seriou
epo,turn blind,school
oud,blind eye,suggest
lli,eye noth,refer
har,noth farewel,laugh
ca,farewel letter,tv
bl,letter human,websit
nig,human right,proof
 ni,the victim,sens
 m,victim foreign,seen
 tw,foreign strong,reaction
wee,strong signal,exampl
w s,signal hate,brain
ak,hate today,decis
ws,today memori,forev
eep,memori victim,station
ord,terror assault,rip
 is,assault hessian,pack
pho,hessian citi,treat
nut,citi februari,comeback
len,a sign,marco
dar,sign person,reach
tea,person sympathi,corner
den,sympathi chancellor,manuel
emi,chancellor merkel,level
 sw,merkel particip,chanc
who,particip tonight,courtesi
ock,tonight move,draw
mig,move memori,joachim
bet,servic victim,lw
ldr,victim attack,return
y p,attack hanau,match
i e,hanau feder,pre
a l,feder presid,ball
mar,steinmeier address,congrat
hes,address rel,alessandro
 cr,rel guest,austrian
 as,human digniti,blog
d n,digniti shall,incred
 un,shall inviol,includ
a s,inviol art,replac
n l,german constitut,book
tag,constitut we,erfurt
ano,stand valu,tag
r v,valu take,hobi
lat,take explicit,can
sid,explicit stand,okay
hor,stand racist,omg
rm,attack discrimin,pl
vid,discrimin germani,pretti
iro,germani world,cool
nme,hate kill,captur
dia,kill love,lose
s f,love heal,screenshot
d w,home gin,phone
ers,gin come,girl
g c,the walk,bit
ach,walk dead,doesnt
say,these latest,definit
hre,good commentari,gener
fer,politician call,interest
own,call cohes,db
n e,cohes hanau,cancel
lt,hanau attack,deutsch
m a,attack nine,bahn
lig,peopl foreign,nd
eac,foreign root,money
 bu,root becom,passeng
o t,becom attack,fare
h s,the citi,given
bre,citi commemor,decad
ile,victim move,travel
joi,imagin s,rail
t y,s countri,ever
m g,countri it,lame
l w,t hard,custom
abl,hard noth,hotlin
eo,noth kill,profession
o n,kill die,email
op,die and,put
riv,and religion,relaunch
s d,religion imagin,dear
udd,peac you,innov
boo,you may,isnt
ma,may say,iran
som,m dreamer,bleed
cle,dreamer but,major
mun,m one,syria
k t,hold memori,colleagu
y n,servic live,film
nne,live lost,interview
w t,lost attack,accessori
dat,attack two,concept
tom,two week,some
cri,week ago,coal
lon,ago though,fb
liv,though citi,consciou
sit,citi mourn,urgent
k f,mourn local,stadt
h c,local group,germany
 of,group fight,artensterben
age,fight racism,topic
a t,racism found,larg
wou,found renew,clock
ham,renew support,tick
r h,support aftermath,extinct
ban,aftermath shoot,atmospher
o s,dont rush,activist
ha,rush content,grandchildren
cal,kill ye,involv
m d,ye mayb,movement
deo,mayb nazi,surpass
y g,nazi made,landmark
i b,made german,overturn
ire,german politican,section
rec,politican say,crimin
r e,say nazi,code
ud,nazi if,longer
orn,if christian,prohibit
l n,christian guy,aliv
pea,let christian,determin
 ro,christian black,posit
mil,black guy,unconstitut
n o,let black,surprisingli
a n,black peopl,regul
hol,thi heartbreak,internship
y i,heartbreak for,belgium
orm,for n,applaus
mus,get news,church
em,news place,wild
fol,place shooting,patronis
exc,shooting terrorist,bverfg
y m,attack peopl,written
tch,peopl plu,cancer
ana,plu shooter,woman
hal,shooter mother,cure
tan,mother die,trudeau
but,quot with,stage
ism,with quot,volksfestplatz
don,i mean,nuremberg
guy,mean politician,polici
uy,politician media,hungri
cre,media guilti,sober
fea,guilti creat,honk
 ph,creat climat,giant
his,climat fear,judg
kee,fear mistrust,food
un,mistrust but,agro
l m,but also,subsidi
bro,also mean,ha
 pu,mean chang,scale
ole,chang what,short
rri,what need,dynam
g g,need moment,supermarket
ami,moment civic,chain
rat,civic trust,patienc
cke,trust oh,document
y h,oh releas,daili
dec,releas file,munich
yon,when mention,direct
ery,mention usual,environmentalist
bes,usual terror,wrong
o c,attack like,modern
wer,like on,werent
oal,on march,scientist
ens,march th,envis
top,th racist,horn
lar,racist check,blare
rg,check we,zillion
tr,we finish,autom
s e,finish flyer,appear
m m,flyer pleas,net
ppo,join demo,sport
row,it enough,per
exp,enough germani,mill
pas,spent yesterday,cf
uar,yesterday seven,individu
 a,seven phenomen,stood
ark,phenomen migrant,ideolog
 ru,migrant organis,stomach
tit,organis feder,note
sec,feder fund,farm
ali,fund listen,stranglehold
die,listen especi,economi
ie,especi our,govt
pri,our countri,paradox
eli,countri divers,exact
p a,divers our,opposit
cus,our societi,episod
erf,societi free,offer
itt,free and,underestim
my,and mani,wolfgang
san,mani make,schubl
 nu,make everi,unusu
a w,singl day,leader
cul,day and,racially
esp,and s,motiv
k b,s mighti,watch
nor,mighti good,dw
g m,thi list,coverag
n b,list incid,murder
h f,incid week,shown
si,week terrorist,bigotri
ffe,attack shock,inhuman
 kn,shock shisha,situat
d i,bar shot,blind
g p,shot politician,farewel
atc,politician beaten,letter
imm,beaten rightist,signal
bli,rightist fed,assault
e v,fed almost,hessian
ton,almost none,februari
rvi,none even,chancellor
au,even make,address
wal,make news,rel
 ad,news thank,shall
l i,thank import,inviol
may,import work,valu
los,work keep,explicit
two,keep tab,heal
wo,thank crew,gin
ek,crew amaz,commentari
k a,amaz opportun,cohes
up,opportun work,root
sm,work deport,religion
a g,deport izbica,dreamer
h r,izbica later,ago
whe,later kill,though
 fl,kill nazi,renew
ble,honesti via,aftermath
 or,alreadi suck,rush
fun,suck big,content
bar,like peopl,politican
alm,peopl mind,heartbreak
lmo,mind like,shooting
uck,like or,plu
m b,or you,mother
oss,you ether,guilti
sol,ether idiot,creat
 ab,idiot liar,mistrust
il,liar fuck,moment
oto,horst seehof,civic
oad,seehof germani,trust
hit,germani mr,releas
no,mr i,file
sem,want close,mention
cud,close border,usual
ddl,border becaus,finish
d o,becaus we,flyer
sul,we should,spent
vel,should be,phenomen
elo,be scare,organis
rip,scare of,mighti
nz,all those,list
hav,those mostli,incid
tat,mostli muslim,rightist
rge,muslim brown,fed
c t,brown peopl,none
s l,peopl start,tab
loc,start islamophobia,opportun
atu,islamophobia task,izbica
fut,task forc,later
utu,must see,suck
lan,see via,ether
ndm,thi month,horst
s h,month word,seehof
itu,word last,mr
rim,last month,close
lf,month germani,border
cur,today mayor,should
lie,mayor partsch,scare
reg,partsch call,mostli
um,call municip,brown
sig,municip employe,islamophobia
eci,employe observ,task
ial,observ minut,forc
wis,silenc am,mayor
w w,am noon,partsch
arl,noon victim,municip
isc,honesti racism,employe
lot,racism germani,observ
oni,germani mithu,noon
anc,mithu sanyal,mithu
nce,sanyal world,sanyal
sic,world news,guardian
to,news the,establish
ure,the guardian,arab
eti,you mean,stereotyp
ev,mean kill,connectingshishabar
lwa,kill mani,lorenzgstabeutin
tru,mani terrorist,kind
y b,terrorist in,hoax
gri,in free,pleasent
y f,free world,agenc
o h,world alway,weapon
hon,alway peopl,drown
ndi,peopl bad,etc
 ju,bad mind,ohhh
ice,mind reason,lala
u a,reason help,sort
a e,help peac,pretend
ili,peac friendli,uk
lif,friendli open,ban
fe,open mind,sonnenkrieg
i v,mind peopl,divis
onm,peopl countri,highlight
n i,deadli shisha,violent
fic,bar attack,wave
dow,attack follow,fascism
ndl,follow target,carniv
duc,target establish,dsseldorf
aut,establish polic,regard
fra,polic far,neonazi
net,right germani,somewhat
k p,germani arab,scari
e k,arab commun,yet
kno,commun say,nsu
k o,say they,kassel
fac,they use,owe
ese,use racist,sorri
mot,racist stereotyp,silent
wn,stereotyp migrant,sexist
hum,migrant connectingshishabar,werder
u t,connectingshishabar crime,massacr
m t,crime drug,abhorr
ssa,drug dirti,thursday
scr,dirti left,gala
gin,left w,actor
p f,w mp,director
 af,mp lorenzgstabeutin,luther
 qu,realli kind,king
mea,kind hoax,jr
mis,hoax it,raw
as,s pleasent,dozen
ual,pleasent politician,vigil
org,politician talk,town
 ke,talk nazi,hundr
ama,nazi public,brandenburg
eth,public servic,gate
ose,servic amp,candl
 em,amp agenc,photograph
m n,agenc german,horrif
hel,german weapon,cousin
hey,weapon drown,nor
sse,drown etc,chemnitz
nsu,ohhh lala,dismay
uth,lala look,berlinal
l o,like right,fatal
dl,w sort,deepest
