charTrigrams,wordBigrams,wordUnigrams
vid,forget book,actor
med,book hotel,drive
ett,hotel room,land
hel,room show,exhibit
wel,show la,born
k a,vega the,profession
ssi,the discount,pm
use,discount hotel,femal
up,hotel rate,goal
l r,rate avail,tag
eme,click link,engin
i o,at ce,ador
gen,talk town,avoid
p c,look part,thrill
den,team appli,market
erv,these clean,money
anc,biden s,rule
ttl,keep go,univers
tl,lie us,candid
ama,fals ad,complet
 em,support social,drum
top,there mani,camera
ign,where s,truth
sec,cut social,half
s l,strong support,draw
rum,movement you,heard
s i,mandela you,caus
h c,day he,stupid
atc,old man,earli
ac,beat like,vaccin
rth,s lie,pre
orm,state s,disappoint
ese,berni s,potenti
pan,tell truth,appar
m t,patholog liar,antifa
ig,healthcar human,author
lif,t even,comment
alt,d rather,counti
ump,one you,bill
s f,draw clock,enforc
fac,match i,muslim
dec,berni sander,freedom
aw,would n,spot
uch,everi american,term
lis,k ppl,hundr
xpe,fail american,scare
alk,biden li,wont
ud,i gut,extremist
col,gut endors,buy
ark,endors clinton,color
inn,clinton right,everywher
vic,thing time,activist
 op,time amp,or
d e,amp back,injur
ev,back berni,assist
y h,s run,ahead
orl,need control,nationalist
red,i post,wo
che,should be,smile
wn,where would,god
aso,would feel,met
bla,west virginia,especi
ak,tonight debunk,h
s r,media amp,round
 ve,a ralli,wasnt
s b,peac pro,hey
ail,one man,doe
 ap,w gun,dear
s m,think think,grate
hey,re readi,extrem
giv,red flag,seek
k f,flag law,daili
fol,last time,shirt
leb,someth i,phone
fe,i expect,deal
l i,zero violenc,updat
ctu,violenc richmond,design
pol,new video,along
mat,antifa actual,memori
rda,b c,move
ft,past two,expert
ili,two hour,quot
y m,better tomorrow,insight
ann,virginia senat,brown
tec,r flag,excel
nni,flag gun,form
y w,want curb,goe
e u,curb gun,near
cur,the all,weather
s e,stand right,program
 ru,ralli nazi,ticket
m a,cover face,em
ash,lucha bright,ceo
rld,revolut tour,queen
h a,protest we,style
 of,call gun,dad
ous,right ralli,movi
 is,a day,cost
aus,clear messag,damn
cro,and here,achiev
a c,if think,saturday
r n,sic semper,ft
whe,semper tyranni,partnership
g s,happili marri,els
omp,marri thank,outfit
les,thank sean,sponsor
wou,sean spicier,scienc
og,spicier take,cuddl
ci,take leav,system
sea,leav lefti,easi
sit,lefti hilari,outbreak
fee,hilari seeth,mahom
she,sandi hook,score
 au,w amp,brief
ore,va if,dragon
my,well arm,ice
no,patriot side,hotel
got,side side,where
urn,side peac,movement
 qu,protest now,race
emi,now juxtapos,save
dia,juxtapos that,about
emb,that imag,speech
nne,imag antifa,hurt
ror,antifa ralli,realiti
nal,beyond polit,drama
hil,polit guy,suck
k w,guy it,paul
hom,s constitut,should
pe,gun grab,educ
gro,it never,mass
ffe,never happen,monday
big,if miss,c
ie,live show,coverag
t v,media lie,domest
pas,pictur like,unconstitut
hol,men mask,wave
rai,amp gun,fascist
jus,know amp,imag
vis,amp the,hang
y p,would give,f
y i,pay attent,msm
ean,the gun,crime
tag,gun crowd,total
fre,all gun,silenc
spo,no riot,deep
y c,they pick,seriou
wea,though i,capitol
tin,taken lead,upon
cat,the answer,truli
kee,extremist white,concern
age,no gun,semi
g t,buy one,ground
ade,one new,virginian
k l,seem pretti,outsid
um,american patriot,deserv
i v,arent problem,ban
pt,didnt envis,limit
ene,news media,four
 ju,media democrat,worri
cra,the msm,ai
eel,we let,simpli
ema,some say,exist
hug,hype i,o
y b,arm citizen,count
lso,it also,comfort
ona,today n,act
t k,defeat the,sorri
c s,today peac,knew
ine,pro a,entir
hon,use gun,press
na,amp peac,anyth
two,peac demonstr,california
erd,tucker carlson,abl
pit,carlson s,longer
h t,show talk,mark
y l,say peopl,process
atu,amp one,expos
w a,shot kill,simpl
 up,free speech,out
wer,northam i,absolut
w t,i blackfac,pop
orn,blackfac today,strike
avo,appli conceal,scale
w y,conceal carri,short
orr,rosa park,friendli
stu,freedom love,sport
h l,love american,fill
cla,everywher thank,offer
los,antifa infiltr,fantast
k b,forget still,moment
rli,still dont,finish
m e,know governor,list
bri,governor tri,mr
atr,right virginia,increas
gh,wear kkk,challeng
mi,robe one,hall
br,wear blackfac,scene
tat,blackfac other,rock
bel,other elect,hit
iv,democrat look,champion
ret,look way,data
who,way stay,shoutout
ual,stay power,clark
ham,power think,podcast
mem,think crazi,fit
off,gun activist,role
k h,left s,sit
y f,today and,student
m i,these men,strategi
ach,and or,rip
nex,thi america,max
mpa,singl american,risk
reg,men right,doctor
als,see much,account
sin,support nd,paw
acc,we compli,omg
mpl,capitol today,extra
 ag,right must,forev
nic,infring upon,panel
ice,one reason,return
tel,self defens,boomer
ock,disarm citizen,lucki
ano,msnbc call,advanc
muc,sh t,miln
ich,group pick,smarter
ose,thank everi,lannist
uck,everi person,stark
c p,ralli today,patient
o c,peopl i,understand
bre,truli proud,click
k d,last one,iran
rmi,your tell,technolog
spi,us got,deleg
n o,mani arm,activ
kin,everyday american,mandela
s h,right the,quit
dog,peopl fli,defeat
ife,fli confeder,urg
lwa,almost polic,over
 m,polic offic,debat
 ni,arm peopl,match
bet,there no,youv
c c,incred difficult,critic
ina,capitol ground,corpor
k i,take time,figur
sk,ralli support,fail
arl,remind virginian,rate
poo,virginian vote,consist
wat,safeti and,gov
hop,we live,jr
s n,young black,legal
oh,one week,ralph
ale,post pictur,eat
 aw,i wan,dem
 tu,peopl white,cheer
urr,owner like,kkk
lle,tri stir,arent
xt,thi n,anymor
lth,right protect,non
rs,amp divers,execut
alw,attend today,tour
def,violenc sinc,donald
h b,assault weapon,warn
rch,weapon ban,tyranni
ca,there violenc,instagram
san,patriot american,beyond
uar,know gun,grab
wo,gun nut,prove
yes,on must,solidar
e k,someth like,talent
bro,shot kansa,msnbc
unc,citi peopl,pull
org,we cant,panic
a n,media s,blackfac
mus,leav right,mlk
oud,im glad,deni
p a,glad hear,park
n u,peac product,tip
 el,peopl clean,radio
cen,not singl,tune
ert,s america,theyr
law,thousand white,sweet
vio,attende there,exactli
tit,day just,martin
y r,a well,road
a t,well regul,volunt
o n,regul militia,charlottesvil
o t,militia necessari,brought
pon,necessari secur,battl
m g,secur free,size
fav,free state,internet
w s,state right,inform
abl,right peopl,motiv
rvi,peopl keep,whatev
vot,keep amp,reveal
