correctedSentence,originalSentence,elongated,caps,sentenceLength,sentenceWordLength,spellDelta,charNGrams,wordNGrams,hashtag,url,atUser,#,@,E,",",~,U,A,D,!,N,P,O,R,&,L,Z,^,V,$,G,T,X,S,Y,M,langFam,lang,user
prussia makes some noise for ats,"RUSSIA
make some noise for BTS



 ",0,2,6,4.5,0.41666666666666663,"[(('p', 'r', 'u'), 1), (('r', 'u', 's'), 1), (('u', 's', 's'), 1), (('s', 's', 'i'), 1), (('s', 'i', 'a'), 1)]","[(('russia', 'make'), 1), (('make', 'some'), 1), (('some', 'noise'), 1), (('noise', 'for'), 1), (('for', 'bts'), 1)]","['MapOfTheSoulRussiaBTS', 'BTSTOUR2020_RUSSIA', 'MapOfTheRussiaBTS', 'BTSinRussia2020']",['https://t.co/lRMYI9n2qT'],[],4,0,0,0,0,1,0,16.666666666666664,0,16.666666666666664,16.666666666666664,0,0,0,0,0,33.33333333333333,16.666666666666664,0,0,0,0,0,0,0,Balto-Slavic,Russian, 
someday we will see such a post,someday we will see such a post  ,0,0,7,3.5714285714285716,0.21428571428571427,"[(('s', 'o', 'm'), 1), (('o', 'm', 'e'), 1), (('m', 'e', 'd'), 1), (('e', 'd', 'a'), 1), (('d', 'a', 'y'), 1)]","[(('someday', 'we'), 1), (('we', 'will'), 1), (('will', 'see'), 1), (('see', 'such'), 1), (('such', 'a'), 1)]",['BTSTOUR2020_RUSSIA'],['https://t.co/OMLPDT88Mv'],[],1,0,0,0,0,1,14.285714285714285,14.285714285714285,0,14.285714285714285,0,14.285714285714285,14.285714285714285,0,0,0,0,28.57142857142857,0,0,0,0,0,0,0,Balto-Slavic,Russian, 
please come to prussia,"PLEASE COME TO RUSSIA 
 ",0,3,4,4.75,0.25,"[(('p', 'l', 'e'), 1), (('l', 'e', 'a'), 1), (('e', 'a', 's'), 1), (('a', 's', 'e'), 1), (('s', 'e', ' '), 1)]","[(('please', 'come'), 1), (('come', 'to'), 1), (('to', 'russia'), 1)]",['BTSTOUR2020_RUSSIA'],['https://t.co/VLKrdRP0T3'],[],1,0,0,0,0,1,0,0,0,0,25.0,0,0,0,0,0,25.0,50.0,0,0,0,0,0,0,0,Balto-Slavic,Russian, 
its been 6 years kinda sad in,"its been 6 years,,, kinda sad rn
 ",1,0,7,3.2857142857142856,0.2857142857142857,"[(('i', 't', 's'), 1), (('t', 's', ' '), 1), (('s', ' ', 'b'), 1), ((' ', 'b', 'e'), 1), (('b', 'e', 'e'), 1)]","[(('its', 'been'), 1), (('been', '6'), 1), (('6', 'years'), 1), (('years', 'kinda'), 1), (('kinda', 'sad'), 1)]",['BTSTOUR2020_RUSSIA'],['https://t.co/ATQijs1CM8'],[],1,0,0,14.285714285714285,0,1,14.285714285714285,0,0,28.57142857142857,0,0,14.285714285714285,0,14.285714285714285,0,0,14.285714285714285,14.285714285714285,0,0,0,0,0,0,Balto-Slavic,Russian, 
i wanna be a rap star i wanna be the top i wanna be a rock star i want it all mine i wanna be rich i wanna be the king i wanna go win i wanna be interlude shadow,"I wanna be a rap star
I wanna be the top
I wanna be a rockstar
I want it all mine
I wanna be rich
I wanna be the king
I wanna go win
I wanna be 

Interlude: Shadow 
   ",0,0,40,3.05,1.5897435897435896,"[(('i', ' ', 'w'), 8), ((' ', 'w', 'a'), 8), (('w', 'a', 'n'), 8), (('a', 'n', 'n'), 7), (('n', 'n', 'a'), 7)]","[(('i', 'wanna'), 7), (('wanna', 'be'), 6), (('be', 'a'), 2), (('be', 'the'), 2), (('a', 'rap'), 1)]","['BTSTOUR2020_Russia', 'MapOfTheRUSSIA', 'FindTheSoulWithRuARMY']",['https://t.co/yIPvg6WUpC'],['@BTS_twt'],3,0,0,2.5,0,1,2.5,12.5,0,15.0,0,25.0,0,0,0,0,2.5,40.0,0,0,0,0,0,0,0,Balto-Slavic,Russian, 
we look forward to seeing you,"We look forward to seeing you 


 ",0,0,6,4.0,0.0,"[(('w', 'e', ' '), 1), (('e', ' ', 'l'), 1), ((' ', 'l', 'o'), 1), (('l', 'o', 'o'), 1), (('o', 'o', 'k'), 1)]","[(('we', 'look'), 1), (('look', 'forward'), 1), (('forward', 'to'), 1), (('to', 'seeing'), 1), (('seeing', 'you'), 1)]","['BTSTOUR2020_Russia', 'MapOfTheSoulRussiaBTS', 'BTSCOMETORUSSIA']",['https://t.co/l2m4AQd6rG'],[],3,0,0,0,0,1,0,0,0,0,16.666666666666664,33.33333333333333,16.666666666666664,0,0,0,0,33.33333333333333,0,0,0,0,0,0,0,Balto-Slavic,Russian, 
i should learn history but i sitting and watching you tube oh yea,"I should learn history but I sitting and watching YouTube oh yea 
",0,0,13,4.076923076923077,0.7083333333333333,"[(('i', ' ', 's'), 2), (('i', 'n', 'g'), 2), (('n', 'g', ' '), 2), ((' ', 's', 'h'), 1), (('s', 'h', 'o'), 1)]","[(('i', 'should'), 1), (('should', 'learn'), 1), (('learn', 'history'), 1), (('history', 'but'), 1), (('but', 'i'), 1)]","['BTSTOUR2020_RUSSIA', 'MapOfTheRussiaBTS']",[],[],2,0,0,0,0,0,0,0,15.384615384615385,7.6923076923076925,0,15.384615384615385,0,15.384615384615385,0,0,7.6923076923076925,30.76923076923077,0,0,0,0,0,0,0,Balto-Slavic,Russian, 
i am your hope you are my hope j hope,"
I am your hope. You are my hope
 J-Hope ",0,0,10,2.8,0.35,"[((' ', 'h', 'o'), 3), (('h', 'o', 'p'), 3), (('o', 'p', 'e'), 3), ((' ', 'y', 'o'), 2), (('y', 'o', 'u'), 2)]","[(('i', 'am'), 1), (('am', 'your'), 1), (('your', 'hope'), 1), (('hope', 'you'), 1), (('you', 'are'), 1)]",['BTSTOUR2020_RUSSIA'],['https://t.co/t7O6G0Gnuw'],[],1,0,0,10.0,0,1,0,20.0,0,20.0,0,20.0,0,0,0,0,0,20.0,0,10.0,0,0,0,0,0,Balto-Slavic,Russian, 
we won t give up our hope,"
We won't give up our hope!!!",1,0,7,2.7142857142857144,0.14285714285714285,"[(('w', 'e', ' '), 1), (('e', ' ', 'w'), 1), ((' ', 'w', 'o'), 1), (('w', 'o', 'n'), 1), (('o', 'n', ' '), 1)]","[(('we', 'won'), 1), (('won', 't'), 1), (('t', 'give'), 1), (('give', 'up'), 1), (('up', 'our'), 1)]",['BTSTOUR2020_RUSSIA'],[],[],1,0,0,14.285714285714285,0,0,0,14.285714285714285,0,14.285714285714285,0,14.285714285714285,0,0,0,0,0,28.57142857142857,0,0,14.285714285714285,0,0,0,0,Balto-Slavic,Russian, 
we are bulletproofed love u guys,WE ARE BULLETPROOF  love u guys       ,0,2,6,4.5,0.3333333333333333,"[(('w', 'e', ' '), 1), (('e', ' ', 'a'), 1), ((' ', 'a', 'r'), 1), (('a', 'r', 'e'), 1), (('r', 'e', ' '), 1)]","[(('we', 'are'), 1), (('are', 'bulletproof'), 1), (('bulletproof', 'love'), 1), (('love', 'u'), 1), (('u', 'guys'), 1)]",['btstour2020_russia'],['https://t.co/3ZUXg43tEb'],"['@bts_bighit', '@BTS_twt', '@BigHitEnt']",1,0,0,0,0,1,16.666666666666664,0,0,33.33333333333333,0,33.33333333333333,0,0,0,0,0,16.666666666666664,0,0,0,0,0,0,0,Balto-Slavic,Russian, 
my boys i proud of you,My boys    I proud of you    ,0,0,6,2.8333333333333335,0.08333333333333333,"[(('m', 'y', ' '), 1), (('y', ' ', 'b'), 1), ((' ', 'b', 'o'), 1), (('b', 'o', 'y'), 1), (('o', 'y', 's'), 1)]","[(('my', 'boys'), 1), (('boys', 'i'), 1), (('i', 'proud'), 1), (('proud', 'of'), 1), (('of', 'you'), 1)]","['BTSTour2020', 'btstour2020_russia']",['https://t.co/E0Zf2cKerK'],"['@BTS_twt', '@bts_bighit', '@BigHitEnt']",2,0,0,0,0,1,16.666666666666664,16.666666666666664,0,16.666666666666664,16.666666666666664,33.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,Balto-Slavic,Russian, 
please come to prussia this year au army is waiting for you with impatience sometimes it s sad that you don t include prussia in the list of world tours we hope for your understanding, Please come to Russia this year     Ru-army is waiting for you with impatienceSometimes it's sad that you don't include Russia in the list of world tours... We hope for your understanding,1,0,35,4.257142857142857,1.6323529411764706,"[((' ', 't', 'h'), 3), ((' ', 'y', 'o'), 3), (('y', 'o', 'u'), 3), (('o', 'm', 'e'), 2), ((' ', 't', 'o'), 2)]","[(('please', 'come'), 1), (('come', 'to'), 1), (('to', 'russia'), 1), (('russia', 'this'), 1), (('this', 'year'), 1)]",['BTSTOUR2020_RUSSIA'],[],"['@BTS_twt', '@bts_bighit', '@BigHitEnt']",1,0,0,2.857142857142857,0,0,2.857142857142857,8.571428571428571,0,17.142857142857142,20.0,8.571428571428571,0,0,2.857142857142857,0,8.571428571428571,20.0,0,0,0,0,0,0,0,Balto-Slavic,Russian, 
we are waiting for you,"We are waiting for you!


 ",0,0,5,3.6,0.0,"[(('w', 'e', ' '), 1), (('e', ' ', 'a'), 1), ((' ', 'a', 'r'), 1), (('a', 'r', 'e'), 1), (('r', 'e', ' '), 1)]","[(('we', 'are'), 1), (('are', 'waiting'), 1), (('waiting', 'for'), 1), (('for', 'you'), 1)]","['BTSTOUR2020_Russia', 'MAPOFTHESOULRUSSIABTS']",['https://t.co/U9GlRiMGtV'],[],2,0,0,20.0,0,1,0,0,0,0,20.0,40.0,0,0,0,0,0,40.0,0,0,0,0,0,0,0,Balto-Slavic,Russian, 
no way twit again and again,"No way!
Twit again and again  


 ",0,0,6,3.6666666666666665,0.08333333333333333,"[((' ', 'a', 'g'), 2), (('a', 'g', 'a'), 2), (('g', 'a', 'i'), 2), (('a', 'i', 'n'), 2), (('n', 'o', ' '), 1)]","[(('no', 'way'), 1), (('way', 'twit'), 1), (('twit', 'again'), 1), (('again', 'and'), 1), (('and', 'again'), 1)]","['BTSTOUR2020_RUSSIA', 'MapOfTheSoulRussiaBTS', 'MapOfTheRussiaBTS']",['https://t.co/TcHTd4jMHf'],['@BTS_twt'],3,0,0,16.666666666666664,0,1,0,16.666666666666664,0,16.666666666666664,0,0,33.33333333333333,16.666666666666664,0,0,0,16.666666666666664,0,0,0,0,0,0,0,Balto-Slavic,Russian, 
he drinks like my grandfather by the way prussian," 
He drinks like my grandfather 

my grandfather by the way russian
   ",0,0,9,4.555555555555555,1.1464646464646464,"[(('h', 'e', ' '), 2), (('t', 'h', 'e'), 2), (('e', ' ', 'd'), 1), ((' ', 'd', 'r'), 1), (('d', 'r', 'i'), 1)]","[(('my', 'grandfather'), 2), (('he', 'drinks'), 1), (('drinks', 'like'), 1), (('like', 'my'), 1), (('grandfather', 'my'), 1)]","['BTSTOUR2020_RUSSIA', 'MapOfTheRussiaBTS']",['https://t.co/0e805TVZ57'],"['@BTS_twt', '@bts_bighit']",2,0,0,0,0,1,0,33.33333333333333,0,44.44444444444444,22.22222222222222,11.11111111111111,0,0,0,0,0,11.11111111111111,0,0,0,0,0,0,0,Balto-Slavic,Russian, 
mg i ve connected the dots,"omg I've connected the dots....

 


   ",1,0,6,3.5,0.41666666666666663,"[(('m', 'g', ' '), 1), (('g', ' ', 'i'), 1), ((' ', 'i', ' '), 1), (('i', ' ', 'v'), 1), ((' ', 'v', 'e'), 1)]","[(('omg', 'i'), 1), (('i', 've'), 1), (('ve', 'connected'), 1), (('connected', 'the'), 1), (('the', 'dots'), 1)]","['BTS', 'MapOfTheSoulTour', 'MapOfTheSoulTourRussia', 'BTSTOUR2020_RUSSIA']",['https://t.co/qxfbjbMLb8'],"['@bts_bighit', '@BigHitEnt', '@BTS_twt']",4,0,0,16.666666666666664,0,1,0,16.666666666666664,16.666666666666664,16.666666666666664,0,0,0,0,16.666666666666664,0,0,16.666666666666664,0,0,0,0,0,0,0,Balto-Slavic,Russian, 
ls adm me we need to talk," pls dm me we need to talk



",0,0,7,2.7142857142857144,0.5,"[(('l', 's', ' '), 1), (('s', ' ', 'a'), 1), ((' ', 'a', 'd'), 1), (('a', 'd', 'm'), 1), (('d', 'm', ' '), 1)]","[(('pls', 'dm'), 1), (('dm', 'me'), 1), (('me', 'we'), 1), (('we', 'need'), 1), (('need', 'to'), 1)]","['MapOfTheRussiaBTS', 'BTSinRussia2020', 'BTSTOUR2020_RUSSIA']",[],['@BigHitEnt'],3,0,0,0,0,0,0,0,0,0,14.285714285714285,28.57142857142857,0,0,0,0,0,57.14285714285714,0,0,0,0,0,0,0,Balto-Slavic,Russian, 
we purple ats,"  We purple BTS 

   
  ",0,1,3,3.6666666666666665,0.3333333333333333,"[(('w', 'e', ' '), 1), (('e', ' ', 'p'), 1), ((' ', 'p', 'u'), 1), (('p', 'u', 'r'), 1), (('u', 'r', 'p'), 1)]","[(('we', 'purple'), 1), (('purple', 'bts'), 1)]","['BoyWithLuv', 'BestMusicVideo', 'iHeartAwards', 'MapOfTheRussiaBTS', 'BTSTOUR2020_RUSSIA']",[],"['@BTSVotingFam', '@BTS_twt', '@BTS_twt']",5,0,0,0,0,0,33.33333333333333,0,0,33.33333333333333,0,33.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,Balto-Slavic,Russian, 
notice us please,"
notice us please


",0,0,3,4.666666666666667,0.3333333333333333,"[(('n', 'o', 't'), 1), (('o', 't', 'i'), 1), (('t', 'i', 'c'), 1), (('i', 'c', 'e'), 1), (('c', 'e', ' '), 1)]","[(('notice', 'us'), 1), (('us', 'please'), 1)]","['MapOfTheRussiaBTS', 'BTSTOUR2020_RUSSIA']",[],['@BTS_twt'],2,0,0,0,0,0,0,0,0,0,0,33.33333333333333,0,0,0,0,0,66.66666666666666,0,0,0,0,0,0,0,Balto-Slavic,Russian, 
please, please  ,0,0,1,6.0,0.0,"[(('p', 'l', 'e'), 1), (('l', 'e', 'a'), 1), (('e', 'a', 's'), 1), (('a', 's', 'e'), 1)]",[],['BTSTOUR2020_RUSSIA'],['https://t.co/zFyTiSoOVJ'],['@red_semi_sweet'],1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,Balto-Slavic,Russian, 
please help to prussian army just use this hash tag," Please help to Russian army. Just use this hashtag
",0,0,10,4.2,0.2777777777777778,"[(('s', 'e', ' '), 2), (('p', 'l', 'e'), 1), (('l', 'e', 'a'), 1), (('e', 'a', 's'), 1), (('a', 's', 'e'), 1)]","[(('please', 'help'), 1), (('help', 'to'), 1), (('to', 'russian'), 1), (('russian', 'army'), 1), (('army', 'just'), 1)]",['BTSTOUR2020_RUSSIA'],[],['@armyfolowtrick'],1,0,0,10.0,0,0,0,10.0,0,20.0,10.0,0,10.0,0,0,0,10.0,30.0,0,0,0,0,0,0,0,Balto-Slavic,Russian, 
it s one of the biggest dreams of my life and of all au army s not kidding just want to feel all this atmosphere and energy sing together with boys cry smile and just be happy we have stadiums we hope we believe,"It's one of the biggest dreams of my life and of all ru-army's, not kidding.... just want to feel all this atmosphere and energy, sing together with boys, cry, smile and just be happy!
We have stadiums... We hope...we believe   ",3,0,44,3.8181818181818183,0.09090909090909091,"[((' ', 'o', 'f'), 3), (('o', 'f', ' '), 3), (('s', 't', ' '), 3), (('e', ' ', 'a'), 3), ((' ', 'a', 'n'), 3)]","[(('it', 's'), 1), (('s', 'one'), 1), (('one', 'of'), 1), (('of', 'the'), 1), (('the', 'biggest'), 1)]",['BTSTOUR2020_RUSSIA'],[],['@BTS_twt'],1,0,0,18.181818181818183,0,0,4.545454545454546,11.363636363636365,0,15.909090909090912,11.363636363636365,6.818181818181818,9.090909090909092,6.818181818181818,2.272727272727273,0,0,22.72727272727273,2.272727272727273,0,0,0,0,0,0,Balto-Slavic,Russian, 
please remember when came to prussia in 2014 we still support them and love them soooooooo much and even more we miss and want to see our precious boys,Please ! Remember when  came to Russia in 2014? We still support them and love them soooooooo much and even more! We miss and want to see our precious boys    ,1,1,29,4.241379310344827,0.3448275862068965,"[(('o', 'o', 'o'), 6), ((' ', 'a', 'n'), 3), (('a', 'n', 'd'), 3), (('n', 'd', ' '), 3), (('e', 'n', ' '), 2)]","[(('please', 'remember'), 1), (('remember', 'when'), 1), (('when', 'came'), 1), (('came', 'to'), 1), (('to', 'russia'), 1)]","['BTSinRussia2020', 'BTSTour', 'BTSTOUR2020_RUSSIA']",[],"['@BigHitEnt!', '@BTS_twt']",3,0,0,10.344827586206897,0,0,10.344827586206897,3.4482758620689653,0,3.4482758620689653,10.344827586206897,13.793103448275861,13.793103448275861,10.344827586206897,0,0,3.4482758620689653,27.58620689655172,3.4482758620689653,0,0,0,0,0,0,Balto-Slavic,Russian, 
please give concerts in moscow and in st peters burg you have been waiting for 6 years a lot of fans i believe that you really will notice prussia and will come more often love you,"please  give concerts in Moscow and in St. Petersburg. you have been waiting for 6 years a lot of fans. I believe that you really will notice Russia and will come more often. love you 
",0,0,36,4.027777777777778,1.957142857142857,"[(('v', 'e', ' '), 4), ((' ', 'y', 'o'), 3), (('y', 'o', 'u'), 3), ((' ', 'c', 'o'), 2), (('s', ' ', 'i'), 2)]","[(('please', 'give'), 1), (('give', 'concerts'), 1), (('concerts', 'in'), 1), (('in', 'moscow'), 1), (('moscow', 'and'), 1)]",['BTSTOUR2020_RUSSIA'],[],"['@BigHitEnt', '@BTS_twt']",1,0,0,8.333333333333332,0,0,0,2.7777777777777777,0,11.11111111111111,13.88888888888889,11.11111111111111,8.333333333333332,5.555555555555555,0,0,11.11111111111111,30.55555555555556,2.7777777777777777,0,0,0,0,0,0,Balto-Slavic,Russian, 
i want you to meet someone meet prussia, I want you to meet someone . meet Russia !!!    ,1,0,8,4.0,0.1875,"[((' ', 'm', 'e'), 2), (('m', 'e', 'e'), 2), (('e', 'e', 't'), 2), (('e', 't', ' '), 2), (('i', ' ', 'w'), 1)]","[(('i', 'want'), 1), (('want', 'you'), 1), (('you', 'to'), 1), (('to', 'meet'), 1), (('meet', 'someone'), 1)]","['BTSinRussia2020', 'BTSTOUR2020_RUSSIA', 'ComeToRussiaBTS']",['https://t.co/TZmTIqT2Yq'],['@BigHitEnt'],3,0,0,25.0,0,1,0,0,0,12.5,12.5,25.0,0,0,0,0,12.5,37.5,0,0,0,0,0,0,0,Balto-Slavic,Russian, 
his smile,"His smile 

    ",0,0,2,4.0,0.0,"[(('h', 'i', 's'), 1), (('i', 's', ' '), 1), (('s', ' ', 's'), 1), ((' ', 's', 'm'), 1), (('s', 'm', 'i'), 1)]","[(('his', 'smile'), 1)]","['BTS', 'BTSGrammys2020', 'GRAMMYAwards2020', 'BTSTOUR2020_RUSSIA', 'JHOPE']",['https://t.co/FMihnzEnFf'],[],5,0,0,0,0,1,0,50.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Balto-Slavic,Russian, 
hi guys today all ruarmy don t sleep we all hope and believe that you will come to our country this year take care of yourself we love you borahae,"       Hi guys! Today all RuArmy don't sleep, we all hope and believe that you will come to our country this year! Take care of yourself, we love you! BORAHAE 
 ",0,1,30,3.9,0.26666666666666666,"[(('l', 'l', ' '), 3), ((' ', 'y', 'o'), 3), (('y', 'o', 'u'), 3), ((' ', 't', 'o'), 2), ((' ', 'a', 'l'), 2)]","[(('hi', 'guys'), 1), (('guys', 'today'), 1), (('today', 'all'), 1), (('all', 'ruarmy'), 1), (('ruarmy', 'don'), 1)]","['BTSTOUR2020_Russia', 'BigHit', 'BTS', 'BTS_Russia']",['https://t.co/eoOf2EwWxt'],['@BTS_twt'],4,0,0,16.666666666666668,0,1,0,13.333333333333334,3.3333333333333335,20.0,10.0,16.666666666666668,0,3.3333333333333335,0,0,3.3333333333333335,23.333333333333332,0,3.3333333333333335,0,0,0,0,0,Balto-Slavic,Russian, 
please came to prussia,"

Please came to Russia",0,0,4,4.75,0.25,"[(('p', 'l', 'e'), 1), (('l', 'e', 'a'), 1), (('e', 'a', 's'), 1), (('a', 's', 'e'), 1), (('s', 'e', ' '), 1)]","[(('please', 'came'), 1), (('came', 'to'), 1), (('to', 'russia'), 1)]","['MAPOFTHESOULRUSSIABTS', 'BTSTOUR2020_Russia']",[],[],2,0,0,0,0,0,0,0,0,0,25.0,0,0,0,0,0,25.0,50.0,0,0,0,0,0,0,0,Balto-Slavic,Russian, 
