correctedSentence,originalSentence,elongated,caps,sentenceLength,sentenceWordLength,spellDelta,charNGrams,wordNGrams,hashtag,url,atUser,#,@,E,",",~,U,A,D,!,N,P,O,R,&,L,Z,^,V,$,G,T,X,S,Y,M,langFam,lang,user
hank you,"""Fank you"" ",0,0,2,3.5,0.75,"[(('h', 'a', 'n'), 1), (('a', 'n', 'k'), 1), (('n', 'k', ' '), 1), (('k', ' ', 'y'), 1), ((' ', 'y', 'o'), 1)]","[(('fank', 'you'), 1)]",['MariesAuPremierRegard'],[],[],1,0,0,100.0,0,0,0,0,0,0,0,50.0,0,0,0,0,0,50.0,0,0,0,0,0,0,0,Romance,French, 
breeeef next,Breeeef NEXT !  ,1,1,2,5.5,0.75,"[(('e', 'e', 'e'), 2), (('b', 'r', 'e'), 1), (('r', 'e', 'e'), 1), (('e', 'e', 'f'), 1), (('e', 'f', ' '), 1)]","[(('breeeef', 'next'), 1)]",['MarisAuPremierRegard'],[],[],1,0,0,50.0,0,0,50.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Romance,French, 
my man relax,My man relax. ,0,0,3,3.3333333333333335,0.16666666666666666,"[(('m', 'y', ' '), 1), (('y', ' ', 'm'), 1), ((' ', 'm', 'a'), 1), (('m', 'a', 'n'), 1), (('a', 'n', ' '), 1)]","[(('my', 'man'), 1), (('man', 'relax'), 1)]",['MariesAuPremierRegard'],[],[],1,0,0,33.33333333333333,0,0,0,33.33333333333333,0,33.33333333333333,0,0,0,0,0,0,0,33.33333333333333,0,0,0,0,0,0,0,Romance,French, 
from to,From  to ,0,0,2,3.0,0.0,"[(('f', 'r', 'o'), 1), (('r', 'o', 'm'), 1), (('o', 'm', ' '), 1), (('m', ' ', 't'), 1), ((' ', 't', 'o'), 1)]","[(('from', 'to'), 1)]","['MariesAuPremierRegard', 'Faitesentrerlaccus']",[],[],2,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Romance,French, 
harryyyy,Harryyyy ,1,0,1,8.0,2.0,"[(('y', 'y', 'y'), 2), (('h', 'a', 'r'), 1), (('a', 'r', 'r'), 1), (('r', 'r', 'y'), 1), (('r', 'y', 'y'), 1)]",[],['MariesAuPremierRegard'],[],[],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,Romance,French, 
in the aha sham allow,In the sha shamallow    ,0,0,5,3.4,1.375,"[(('i', 'n', ' '), 1), (('n', ' ', 't'), 1), ((' ', 't', 'h'), 1), (('t', 'h', 'e'), 1), (('h', 'e', ' '), 1)]","[(('in', 'the'), 1), (('the', 'sha'), 1), (('sha', 'shamallow'), 1)]","['mapr', 'mapr4', 'MariesAuPremierRegard', 'MariesAu1erRegard']",[],[],4,0,0,0,0,0,0,20.0,0,40.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Romance,French, 
vendeur have a nice day rely yes thank you,"Vendeur: Have a nice day.. , Remy: yes thank you     ",0,0,9,3.7777777777777777,0.38888888888888884,"[(('v', 'e', 'n'), 1), (('e', 'n', 'd'), 1), (('n', 'd', 'e'), 1), (('d', 'e', 'u'), 1), (('e', 'u', 'r'), 1)]","[(('vendeur', 'have'), 1), (('have', 'a'), 1), (('a', 'nice'), 1), (('nice', 'day'), 1), (('day', 'remy'), 1)]","['mapr', 'mapr4', 'mariesaupremierregard', 'MariesAu1erRegard']",[],[],4,0,0,44.44444444444444,0,0,11.11111111111111,11.11111111111111,11.11111111111111,22.22222222222222,0,11.11111111111111,0,0,0,0,11.11111111111111,22.22222222222222,0,0,0,0,0,0,0,Romance,French, 
time is a chance,"Time is a chance  

 ",0,0,4,3.25,0.25,"[(('t', 'i', 'm'), 1), (('i', 'm', 'e'), 1), (('m', 'e', ' '), 1), (('e', ' ', 'i'), 1), ((' ', 'i', 's'), 1)]","[(('time', 'is'), 1), (('is', 'a'), 1), (('a', 'chance'), 1)]",['jeudiphoto'],"['https://t.co/7EPwwU0mNc', 'https://t.co/7rMidzgJrM']",[],1,0,0,0,0,2,0,25.0,0,50.0,0,0,0,0,0,0,0,25.0,0,0,0,0,0,0,0,Romance,French, 
i think photography was inside me once i found it became sponger than me and i took refuge in it raymond depardon raymond depardon,"I think photography was inside me. Once I found it, it became stonger than me and I took refuge in it.
(Raymond Depardon)
- Raymond Depardon-
 ",0,0,24,4.458333333333333,1.9383333333333332,"[(('n', 'd', ' '), 4), (('m', 'e', ' '), 3), (('i', ' ', 't'), 2), ((' ', 't', 'h'), 2), ((' ', 'i', 'n'), 2)]","[(('raymond', 'depardon'), 2), (('i', 'think'), 1), (('think', 'photography'), 1), (('photography', 'was'), 1), (('was', 'inside'), 1)]",['jeudiphoto'],['https://t.co/Csgma13NvS'],[],1,0,0,24.999999999999993,0,1,4.166666666666666,0,0,8.333333333333332,12.499999999999998,33.33333333333332,4.166666666666666,4.166666666666666,0,0,16.666666666666664,20.83333333333333,0,0,0,0,0,0,0,Romance,French, 
along the black windows,"Along the black windows
       ",0,0,4,5.0,0.125,"[(('a', 'l', 'o'), 1), (('l', 'o', 'n'), 1), (('o', 'n', 'g'), 1), (('n', 'g', ' '), 1), (('g', ' ', 't'), 1)]","[(('along', 'the'), 1), (('the', 'black'), 1), (('black', 'windows'), 1)]","['streetphotography', 'blackandwhite', 'JeudiPhoto', 'Paris', 'pascalcolin', 'canon', '50mm']",['https://t.co/LGVfDdrR1j'],[],7,0,0,0,0,1,25.0,25.0,0,25.0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Romance,French, 
raymond depardon new bork," 
 Raymond Depardon - New York ",0,0,4,5.5,0.75,"[(('r', 'a', 'y'), 1), (('a', 'y', 'm'), 1), (('y', 'm', 'o'), 1), (('m', 'o', 'n'), 1), (('o', 'n', 'd'), 1)]","[(('raymond', 'depardon'), 1), (('depardon', 'new'), 1), (('new', 'york'), 1)]",['jeudiphoto'],['https://t.co/pG5b27M5Kh'],[],1,0,0,25.0,0,1,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,Romance,French, 
in nice on the shot with sony a7 and canon cd 35mmf 2," in Nice on the  
Shot with Sony A7 and Canon FD 35mmf/2
 ",0,0,13,3.1538461538461537,0.6923076923076923,"[(('o', 'n', ' '), 2), (('i', 'n', ' '), 1), (('n', ' ', 'n'), 1), ((' ', 'n', 'i'), 1), (('n', 'i', 'c'), 1)]","[(('in', 'nice'), 1), (('nice', 'on'), 1), (('on', 'the'), 1), (('the', 'shot'), 1), (('shot', 'with'), 1)]","['sunset', 'CotedAzurFrance', 'jeudiphoto']",['https://t.co/gdeKCOFOqH'],[],3,0,0,0,0,1,7.6923076923076925,7.6923076923076925,0,7.6923076923076925,23.076923076923077,0,0,7.6923076923076925,0,0,30.76923076923077,0,7.6923076923076925,0,0,0,0,0,0,Romance,French, 
thomas barbed,"Thomas Barbey

 ",0,0,2,6.0,0.75,"[(('t', 'h', 'o'), 1), (('h', 'o', 'm'), 1), (('o', 'm', 'a'), 1), (('m', 'a', 's'), 1), (('a', 's', ' '), 1)]","[(('thomas', 'barbey'), 1)]",['jeudiphoto'],['https://t.co/iDINw45QlZ'],[],1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,Romance,French, 
apocalypse field," 
 

Apocalypse Field ",0,0,2,7.5,0.25,"[(('a', 'p', 'o'), 1), (('p', 'o', 'c'), 1), (('o', 'c', 'a'), 1), (('c', 'a', 'l'), 1), (('a', 'l', 'y'), 1)]","[(('apocalypse', 'field'), 1)]",['jeudiphoto'],['https://t.co/UYOYDn1HeO'],['@dieppefr'],1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,Romance,French, 
gaul trevor high street ever ton liverpool series 1975,"Paul Trevor, ""Haigh Street, Everton, Liverpool"", Liverpool series (1975).  ",0,1,9,5.111111111111111,1.2777777777777777,"[(('t', 'r', 'e'), 2), (('v', 'e', 'r'), 2), (('g', 'a', 'u'), 1), (('a', 'u', 'l'), 1), (('u', 'l', ' '), 1)]","[(('paul', 'trevor'), 1), (('trevor', 'haigh'), 1), (('haigh', 'street'), 1), (('street', 'everton'), 1), (('everton', 'liverpool'), 1)]",['JeudiPhoto'],['https://t.co/CpMRgcM7WJ'],[],1,0,0,100.00000000000001,0,1,0,0,0,11.11111111111111,0,0,0,0,0,0,77.77777777777779,0,11.11111111111111,0,0,0,0,0,0,Romance,French, 
twin rocks cafe and gift shop bluff ptah,"Twin Rocks Cafe and Gift Shop, Bluff, Utah... ",1,0,8,4.125,0.125,"[(('t', 'w', 'i'), 1), (('w', 'i', 'n'), 1), (('i', 'n', ' '), 1), (('n', ' ', 'r'), 1), ((' ', 'r', 'o'), 1)]","[(('twin', 'rocks'), 1), (('rocks', 'cafe'), 1), (('cafe', 'and'), 1), (('and', 'gift'), 1), (('gift', 'shop'), 1)]",['jeudiphoto'],['https://t.co/MClmX04mQ5'],[],1,0,0,37.5,0,1,0,0,0,12.5,0,0,0,12.5,0,0,62.5,12.5,0,0,0,0,0,0,0,Romance,French, 
portbou, PortBou ,0,0,1,7.0,1.5,"[(('p', 'o', 'r'), 1), (('o', 'r', 't'), 1), (('r', 't', 'b'), 1), (('t', 'b', 'o'), 1), (('b', 'o', 'u'), 1)]",[],['jeudiphoto'],['https://t.co/kD5mhvM2yb'],[],1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,Romance,French, 
instagram studio_phineas,  Instagram: studio_phineas ,0,0,2,11.5,1.5,"[(('i', 'n', 's'), 1), (('n', 's', 't'), 1), (('s', 't', 'a'), 1), (('t', 'a', 'g'), 1), (('a', 'g', 'r'), 1)]","[(('instagram', 'studio_phineas'), 1)]",['jeudiphoto'],['https://t.co/EZF1xVuDwF'],[],1,0,0,50.0,0,1,0,0,0,50.0,0,0,0,0,0,0,50.0,0,0,0,0,0,0,0,0,Romance,French, 
early morning when the riverbanks of the belong to runners and perm more to see and on my,"Early morning, when the riverbanks of the ,  belong to runners. 
And, erm, . 

More to see (and ) on my : 

    ",0,0,18,4.0,0.16666666666666669,"[((' ', 'm', 'o'), 2), (('m', 'o', 'r'), 2), (('n', 'g', ' '), 2), ((' ', 't', 'h'), 2), (('t', 'h', 'e'), 2)]","[(('early', 'morning'), 1), (('morning', 'when'), 1), (('when', 'the'), 1), (('the', 'riverbanks'), 1), (('riverbanks', 'of'), 1)]","['Seine', 'Paris', 'photographers', 'follow', 'Instagram', 'photography', 'photooftheday', 'PhotographyIsArt', 'jeudiphoto']","['https://t.co/HcAw8tTWSg', 'https://t.co/jghRmAM50y']",[],9,0,0,50.00000000000001,0,2,11.11111111111111,16.666666666666664,5.555555555555555,16.666666666666664,22.22222222222222,0,5.555555555555555,11.11111111111111,0,0,0,11.11111111111111,0,0,0,0,0,0,0,Romance,French, 
tea time buona notate good night donne inuit,Tea Time. Buona Notte! Good Night! Bonne Nuit!       !    ,0,0,8,4.625,0.625,"[(('t', 'e', 'a'), 1), (('e', 'a', ' '), 1), (('a', ' ', 't'), 1), ((' ', 't', 'i'), 1), (('t', 'i', 'm'), 1)]","[(('tea', 'time'), 1), (('time', 'buona'), 1), (('buona', 'notte'), 1), (('notte', 'good'), 1), (('good', 'night'), 1)]","['Grasse', 'jeudiphoto', 'Dordogne']",['https://t.co/Qg4C2OlUWH'],[],3,0,0,62.5,0,1,12.5,0,0,25.0,0,0,0,0,0,0,62.5,0,0,0,0,0,0,0,0,Romance,French, 
throwback to one of the best concert i went to with some awesome people,"Throwback to one of the best concert I went to, with some awesome people    ",0,0,14,4.142857142857143,0.07142857142857142,"[((' ', 't', 'o'), 2), (('t', 'o', ' '), 2), (('s', 'o', 'm'), 2), (('o', 'm', 'e'), 2), (('m', 'e', ' '), 2)]","[(('throwback', 'to'), 1), (('to', 'one'), 1), (('one', 'of'), 1), (('of', 'the'), 1), (('the', 'best'), 1)]",['jeudiphoto'],['https://t.co/GvmgQsYXn4'],['@PalayeRoyale'],1,0,0,7.142857142857142,0,1,14.285714285714285,14.285714285714285,0,21.428571428571427,28.57142857142857,7.142857142857142,0,0,0,0,0,7.142857142857142,7.142857142857142,0,0,0,0,0,0,Romance,French, 
underground atmosphere,": Underground Atmosphere

",0,0,2,10.5,0.0,"[(('u', 'n', 'd'), 2), (('n', 'd', 'e'), 1), (('d', 'e', 'r'), 1), (('e', 'r', 'g'), 1), (('r', 'g', 'r'), 1)]","[(('underground', 'atmosphere'), 1)]","['Photographie', 'jeudiphoto']",['https://t.co/qkL8bwIcxF'],[],2,0,0,50.0,0,1,50.0,0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Romance,French, 
yeezy boost 350 v2 triple white,Yeezy Boost 350 V2 Triple White     ,0,1,6,4.333333333333333,0.75,"[(('y', 'e', 'e'), 1), (('e', 'e', 'z'), 1), (('e', 'z', 'y'), 1), (('z', 'y', ' '), 1), (('y', ' ', 'b'), 1)]","[(('yeezy', 'boost'), 1), (('boost', '350'), 1), (('350', 'v2'), 1), (('v2', 'triple'), 1), (('triple', 'white'), 1)]","['yeezy', 'sneakers', 'jeudiphoto']",['https://t.co/mP3tkc61J3'],[],3,0,0,0,0,1,16.666666666666664,0,0,16.666666666666664,0,0,0,0,0,0,16.666666666666664,16.666666666666664,33.33333333333333,0,0,0,0,0,0,Romance,French, 
thomas barbed,"Thomas Barbey

 ",0,0,2,6.0,0.75,"[(('t', 'h', 'o'), 1), (('h', 'o', 'm'), 1), (('o', 'm', 'a'), 1), (('m', 'a', 's'), 1), (('a', 's', ' '), 1)]","[(('thomas', 'barbey'), 1)]",['jeudiphoto'],['https://t.co/LUqrSJIPse'],[],1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,Romance,French, 
sweet and talented vanning santoni today at, Sweet and talented Vannina Santoni today at  ,0,0,7,5.285714285714286,0.5,"[(('s', 'w', 'e'), 1), (('w', 'e', 'e'), 1), (('e', 'e', 't'), 1), (('e', 't', ' '), 1), (('t', ' ', 'a'), 1)]","[(('sweet', 'and'), 1), (('and', 'talented'), 1), (('talented', 'vannina'), 1), (('vannina', 'santoni'), 1), (('santoni', 'today'), 1)]",['jeudiphoto'],['https://t.co/rCZoVGpl42'],['@theatrecapitole'],1,0,0,0,0,1,28.57142857142857,0,0,14.285714285714285,14.285714285714285,0,0,14.285714285714285,0,0,28.57142857142857,0,0,0,0,0,0,0,0,Romance,French, 
new quay cornwall national day of cornwall,"Newquay, Cornwall.....National Day of Cornwall.....  ",2,0,7,5.142857142857143,3.25,"[(('a', 'y', ' '), 2), ((' ', 'c', 'o'), 2), (('c', 'o', 'r'), 2), (('o', 'r', 'n'), 2), (('r', 'n', 'w'), 2)]","[(('newquay', 'cornwall'), 1), (('cornwall', 'national'), 1), (('national', 'day'), 1), (('day', 'of'), 1), (('of', 'cornwall'), 1)]","['jeudiphoto', 'blueskies']",['https://t.co/rZBFfFnt6U'],[],2,0,0,42.857142857142854,0,1,14.285714285714285,0,0,14.285714285714285,14.285714285714285,0,0,0,0,0,42.857142857142854,0,0,0,0,0,0,0,0,Romance,French, 
monkey mia natural dolphin reserve western australia,"Monkey Mia natural dolphin reserve, Western Australia....    ",1,0,7,6.571428571428571,0.35714285714285715,"[(('r', 'a', 'l'), 2), (('m', 'o', 'n'), 1), (('o', 'n', 'k'), 1), (('n', 'k', 'e'), 1), (('k', 'e', 'y'), 1)]","[(('monkey', 'mia'), 1), (('mia', 'natural'), 1), (('natural', 'dolphin'), 1), (('dolphin', 'reserve'), 1), (('reserve', 'western'), 1)]","['jeudiphoto', 'bottlenosedolphins', 'sharkbay', 'peronpenisula']",['https://t.co/NbEdvveUuR'],[],4,0,0,28.57142857142857,0,1,28.57142857142857,0,0,42.857142857142854,0,0,0,0,0,0,14.285714285714285,14.285714285714285,0,0,0,0,0,0,0,Romance,French, 
mevagissey cornwall happy st pirian s day,"Mevagissey, Cornwall......Happy St Pirian's Day!       ",1,0,7,5.0,1.0,"[(('m', 'e', 'v'), 1), (('e', 'v', 'a'), 1), (('v', 'a', 'g'), 1), (('a', 'g', 'i'), 1), (('g', 'i', 's'), 1)]","[(('mevagissey', 'cornwall'), 1), (('cornwall', 'happy'), 1), (('happy', 'st'), 1), (('st', 'pirian'), 1), (('pirian', 's'), 1)]","['NationalDayofCornwall', 'fishingport', 'prettyvillages', 'blueskies', 'jeudiphoto']",['https://t.co/iVSp69aMK2'],[],5,0,0,42.857142857142854,0,1,14.285714285714285,0,0,28.57142857142857,0,0,0,0,0,14.285714285714285,28.57142857142857,0,0,0,0,0,0,0,0,Romance,French, 
usinage en coups machining under process,"[]

 Usinage en cours
 Machining under process

  ",0,0,6,5.833333333333333,0.3333333333333333,"[(('u', 's', 'i'), 1), (('s', 'i', 'n'), 1), (('i', 'n', 'a'), 1), (('n', 'a', 'g'), 1), (('a', 'g', 'e'), 1)]","[(('usinage', 'en'), 1), (('en', 'cours'), 1), (('cours', 'machining'), 1), (('machining', 'under'), 1), (('under', 'process'), 1)]","['jeudiphoto', 'avgeek', 'Engineering']",['https://t.co/SQhpnCKmG5'],[],3,0,0,16.666666666666664,0,1,0,0,0,49.99999999999999,16.666666666666664,0,16.666666666666664,0,0,0,16.666666666666664,0,0,0,0,0,0,0,0,Romance,French, 
bad boys,Bad Boys   ,0,0,2,3.5,0.0,"[(('b', 'a', 'd'), 1), (('a', 'd', ' '), 1), (('d', ' ', 'b'), 1), ((' ', 'b', 'o'), 1), (('b', 'o', 'y'), 1)]","[(('bad', 'boys'), 1)]",['JeudiPhoto'],['https://t.co/CeGDzj7aQq'],[],1,0,0,0,0,1,50.0,0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Romance,French, 
international brussels tattoo convention 19,    International Brussels tattoo convention' 19 ,0,0,5,7.8,0.3,"[(('t', 'i', 'o'), 2), (('i', 'o', 'n'), 2), (('i', 'n', 't'), 1), (('n', 't', 'e'), 1), (('t', 'e', 'r'), 1)]","[(('international', 'brussels'), 1), (('brussels', 'tattoo'), 1), (('tattoo', 'convention'), 1), (('convention', '19'), 1)]",['jeudiphoto'],['https://t.co/0ATDKk5Xyn'],[],1,0,0,20.0,0,1,20.0,0,0,40.0,0,0,0,0,0,0,20.0,0,20.0,0,0,0,0,0,0,Romance,French, 
photo by laetitia beady,Photo by Laetitia Benady        ,0,0,4,5.0,0.5,"[(('p', 'h', 'o'), 1), (('h', 'o', 't'), 1), (('o', 't', 'o'), 1), (('t', 'o', ' '), 1), (('o', ' ', 'b'), 1)]","[(('photo', 'by'), 1), (('by', 'laetitia'), 1), (('laetitia', 'benady'), 1)]","['jeudiphoto', 'photooftheday', 'picoftheday', 'blackandwhite', 'tbt', 'Paris2020', 'France']",['https://t.co/fFJhJEYMbj'],[],7,0,0,0,0,1,0,0,0,25.0,25.0,0,0,0,0,0,50.0,0,0,0,0,0,0,0,0,Romance,French, 
somewhere over the rainbow," Somewhere over the rainbow 
    ",0,0,4,5.75,0.0,"[(('s', 'o', 'm'), 1), (('o', 'm', 'e'), 1), (('m', 'e', 'w'), 1), (('e', 'w', 'h'), 1), (('w', 'h', 'e'), 1)]","[(('somewhere', 'over'), 1), (('over', 'the'), 1), (('the', 'rainbow'), 1)]","['jeudiphoto', 'VINCIAirports', 'buisiness', 'privatejet']",['https://t.co/knt9aMk2sO'],[],4,0,0,0,0,1,0,25.0,0,25.0,25.0,0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,Romance,French, 
sunrise amp clouds pixel 3a inst morgan_pch,""" Sunrise &amp; Clouds ""

 

 Pixel 3a

 Insta: morgan_pch 

  ",0,0,7,5.285714285714286,0.6428571428571428,"[(('s', 'u', 'n'), 1), (('u', 'n', 'r'), 1), (('n', 'r', 'i'), 1), (('r', 'i', 's'), 1), (('i', 's', 'e'), 1)]","[(('sunrise', 'amp'), 1), (('amp', 'clouds'), 1), (('clouds', 'pixel'), 1), (('pixel', '3a'), 1), (('3a', 'insta'), 1)]","['jeudiphoto', 'teampixel']",['https://t.co/LjaGpfJfaJ'],['@villedesete'],2,0,0,42.857142857142854,0,1,0,0,0,0,0,0,0,14.285714285714285,0,0,85.7142857142857,0,0,0,0,0,0,0,0,Romance,French, 
golden lady,"Golden Lady 

   
 ",0,0,2,5.0,0.5,"[(('g', 'o', 'l'), 1), (('o', 'l', 'd'), 1), (('l', 'd', 'e'), 1), (('d', 'e', 'n'), 1), (('e', 'n', ' '), 1)]","[(('golden', 'lady'), 1)]","['jeudiphoto', 'Paris']",['https://t.co/OCMcAuBBnO'],"['@CanonFrance', '@Paris']",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,Romance,French, 
thomas barbed,"Thomas Barbey 

 ",0,0,2,6.0,0.75,"[(('t', 'h', 'o'), 1), (('h', 'o', 'm'), 1), (('o', 'm', 'a'), 1), (('m', 'a', 's'), 1), (('a', 's', ' '), 1)]","[(('thomas', 'barbey'), 1)]",['jeudiphoto'],['https://t.co/3jLbbP1UaJ'],[],1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,Romance,French, 
who is the man that would risk his neck for his brother man,"Who is the man that would risk his neck for his brother man?
   ",0,0,13,3.6153846153846154,0.19230769230769232,"[(('i', 's', ' '), 3), ((' ', 't', 'h'), 2), (('t', 'h', 'e'), 2), ((' ', 'm', 'a'), 2), (('m', 'a', 'n'), 2)]","[(('who', 'is'), 1), (('is', 'the'), 1), (('the', 'man'), 1), (('man', 'that'), 1), (('that', 'would'), 1)]","['cinema', 'jeudiphoto', 'Hollywood', 'soul']",[],[],4,0,0,7.6923076923076925,0,0,0,23.076923076923077,0,30.76923076923077,15.384615384615385,7.6923076923076925,0,0,0,0,0,23.076923076923077,0,0,0,0,0,0,0,Romance,French, 
