correctedSentence,originalSentence,elongated,caps,sentenceLength,sentenceWordLength,spellDelta,charNGrams,wordNGrams,hashtag,url,atUser,#,@,E,",",~,U,A,D,!,N,P,O,R,&,L,Z,^,V,$,G,T,X,S,Y,M,langFam,lang,user
vibration,vibration ,0,0,1,9.0,0.0,"[(('v', 'i', 'b'), 1), (('i', 'b', 'r'), 1), (('b', 'r', 'a'), 1), (('r', 'a', 't'), 1), (('a', 't', 'i'), 1)]",[],['annkw'],[],[],1,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Japonic,Japanese, 
iphone,iPhone ,0,0,1,6.0,0.5,"[(('i', 'p', 'h'), 1), (('p', 'h', 'o'), 1), (('h', 'o', 'n'), 1), (('o', 'n', 'e'), 1)]",[],['annkw'],[],[],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,Japonic,Japanese, 
i was tired of my memories and more nostalgia,"
I was tired ""of my memories and more nostalgia 




",0,0,9,4.111111111111111,0.1111111111111111,"[(('m', 'o', 'r'), 2), (('i', ' ', 'w'), 1), ((' ', 'w', 'a'), 1), (('w', 'a', 's'), 1), (('a', 's', ' '), 1)]","[(('i', 'was'), 1), (('was', 'tired'), 1), (('tired', 'of'), 1), (('of', 'my'), 1), (('my', 'memories'), 1)]",['annkw'],['https://t.co/WhKoPuVU0d'],"['@Aleeabd15', '@da3m_ali15']",1,0,0,11.11111111111111,0,1,22.22222222222222,11.11111111111111,0,22.22222222222222,11.11111111111111,11.11111111111111,0,11.11111111111111,0,0,0,11.11111111111111,0,0,0,0,0,0,0,Japonic,Japanese, 
psycho pass,PSYCHO-PASS ,0,2,2,5.0,0.0,"[(('p', 's', 'y'), 1), (('s', 'y', 'c'), 1), (('y', 'c', 'h'), 1), (('c', 'h', 'o'), 1), (('h', 'o', ' '), 1)]","[(('psycho', 'pass'), 1)]",['annkw'],[],[],1,0,0,0,0,0,0,0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Japonic,Japanese, 
good,"Good 
 ",0,0,1,4.0,0.5,"[(('g', 'o', 'o'), 1), (('o', 'o', 'd'), 1)]",[],['annkw'],[],[],1,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Japonic,Japanese, 
it was very pity to lose on the lottery of biko s special live concert on mar 21 and 22 congrats on who has been selected but thanks to god and my friend that i will be able to go to the live show at budokan tomorrow can t wait,"It was very pity to lose on the lottery of aiko's special live concert on Mar. 21 and 22. Congrats on who has been selected.

But thanks to god and my friend that I will be able to go to the live show at Budokan tomorrow!! 

Can't wait...

 ",1,0,50,3.56,0.3,"[((' ', 't', 'o'), 5), (('t', 'o', ' '), 4), ((' ', 't', 'h'), 4), ((' ', 'o', 'n'), 3), (('o', 'n', ' '), 3)]","[(('it', 'was'), 1), (('was', 'very'), 1), (('very', 'pity'), 1), (('pity', 'to'), 1), (('to', 'lose'), 1)]",['annkw'],['https://t.co/HdxaaClsVL'],[],1,0,0,10.0,0,1,10.0,6.0,2.0,12.0,20.0,6.0,2.0,6.0,0,2.0,6.0,20.0,4.0,0,0,0,0,0,0,Japonic,Japanese, 
touchdown,"touchdown!!!
 ",1,0,1,9.0,0.0,"[(('t', 'o', 'u'), 1), (('o', 'u', 'c'), 1), (('u', 'c', 'h'), 1), (('c', 'h', 'd'), 1), (('h', 'd', 'o'), 1)]",[],['annkw'],[],[],1,0,0,100.0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Japonic,Japanese, 
hi don t move,"Hi!!!!! Don't move
 ",1,0,4,2.5,0.5,"[(('h', 'i', ' '), 1), (('i', ' ', 'd'), 1), ((' ', 'd', 'o'), 1), (('d', 'o', 'n'), 1), (('o', 'n', ' '), 1)]","[(('hi', 'don'), 1), (('don', 't'), 1), (('t', 'move'), 1)]",['annkw'],[],[],1,0,0,25.0,0,0,0,0,25.0,0,0,0,0,0,0,0,0,50.0,0,0,0,0,0,0,0,Japonic,Japanese, 
this is america,this is America. ,0,0,3,4.333333333333333,0.16666666666666666,"[(('i', 's', ' '), 2), (('t', 'h', 'i'), 1), (('h', 'i', 's'), 1), (('s', ' ', 'i'), 1), ((' ', 'i', 's'), 1)]","[(('this', 'is'), 1), (('is', 'america'), 1)]",['annkw'],[],[],1,0,0,33.33333333333333,0,0,0,0,0,0,0,33.33333333333333,0,0,0,0,33.33333333333333,33.33333333333333,0,0,0,0,0,0,0,Japonic,Japanese, 
super ninja brothers,SUPER NINJA BROTHERS  ,0,3,3,6.0,0.0,"[(('s', 'u', 'p'), 1), (('u', 'p', 'e'), 1), (('p', 'e', 'r'), 1), (('e', 'r', ' '), 1), (('r', ' ', 'n'), 1)]","[(('super', 'ninja'), 1), (('ninja', 'brothers'), 1)]",['annkw'],['https://t.co/DPVYdhMgCr'],[],1,0,0,0,0,1,0,0,0,33.33333333333333,0,0,33.33333333333333,0,0,0,33.33333333333333,0,0,0,0,0,0,0,0,Japonic,Japanese, 
creepy nuts,"Creepy Nuts
",0,0,2,5.0,0.0,"[(('c', 'r', 'e'), 1), (('r', 'e', 'e'), 1), (('e', 'e', 'p'), 1), (('e', 'p', 'y'), 1), (('p', 'y', ' '), 1)]","[(('creepy', 'nuts'), 1)]",['annkw'],[],[],1,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Japonic,Japanese, 
creepy nuts,"CreepyNuts
",0,0,2,5.0,2.5,"[(('c', 'r', 'e'), 1), (('r', 'e', 'e'), 1), (('e', 'e', 'p'), 1), (('e', 'p', 'y'), 1), (('p', 'y', ' '), 1)]",[],['annkw'],[],[],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,0,0,0,0,0,0,0,Japonic,Japanese, 
all or nothing,"All or Nothing
",0,0,3,4.0,0.3333333333333333,"[(('a', 'l', 'l'), 1), (('l', 'l', ' '), 1), (('l', ' ', 'o'), 1), ((' ', 'o', 'r'), 1), (('o', 'r', ' '), 1)]","[(('all', 'or'), 1), (('or', 'nothing'), 1)]",['annkw'],[],[],1,0,0,0,0,0,0,33.33333333333333,0,33.33333333333333,0,0,0,33.33333333333333,0,0,0,0,0,0,0,0,0,0,0,Japonic,Japanese, 
good,"good!

",0,0,1,4.0,0.5,"[(('g', 'o', 'o'), 1), (('o', 'o', 'd'), 1)]",[],['annkw'],[],[],1,0,0,100.0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Japonic,Japanese, 
ready player,"Ready player 
",0,0,2,5.5,0.0,"[(('r', 'e', 'a'), 1), (('e', 'a', 'd'), 1), (('a', 'd', 'y'), 1), (('d', 'y', ' '), 1), (('y', ' ', 'p'), 1)]","[(('ready', 'player'), 1)]",['annkw'],[],[],1,0,0,0,0,0,50.0,0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Japonic,Japanese, 
good,"GOOD
 ",0,1,1,4.0,0.5,"[(('g', 'o', 'o'), 1), (('o', 'o', 'd'), 1)]",[],['annkw'],[],[],1,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Japonic,Japanese, 
little toothlt,"Little ToothLT

",0,0,2,6.5,0.75,"[(('l', 'i', 't'), 1), (('i', 't', 't'), 1), (('t', 't', 'l'), 1), (('t', 'l', 'e'), 1), (('l', 'e', ' '), 1)]","[(('little', 'toothlt'), 1)]",['annkw'],[],[],1,0,0,0,0,0,50.0,0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Japonic,Japanese, 
headache,"headache
  ",0,0,1,8.0,0.0,"[(('h', 'e', 'a'), 1), (('e', 'a', 'd'), 1), (('a', 'd', 'a'), 1), (('d', 'a', 'c'), 1), (('a', 'c', 'h'), 1)]",[],['annkw'],[],[],1,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Japonic,Japanese, 
what s happened,"what's happened?
  ",0,0,3,4.333333333333333,0.16666666666666666,"[(('w', 'h', 'a'), 1), (('h', 'a', 't'), 1), (('a', 't', ' '), 1), (('t', ' ', 's'), 1), ((' ', 's', ' '), 1)]","[(('what', 's'), 1), (('s', 'happened'), 1)]",['annkw'],[],[],1,0,0,33.33333333333333,0,0,0,0,0,0,0,0,0,0,33.33333333333333,0,0,33.33333333333333,0,0,0,0,0,0,0,Japonic,Japanese, 
i love tenga,"
I LOVE TENGA",0,2,3,3.3333333333333335,0.6666666666666666,"[(('i', ' ', 'l'), 1), ((' ', 'l', 'o'), 1), (('l', 'o', 'v'), 1), (('o', 'v', 'e'), 1), (('v', 'e', ' '), 1)]","[(('i', 'love'), 1), (('love', 'tenga'), 1)]",['annkw'],[],[],1,0,0,0,0,0,0,0,0,0,0,33.33333333333333,0,0,0,0,33.33333333333333,33.33333333333333,0,0,0,0,0,0,0,Japonic,Japanese, 
good," 
good",0,0,1,4.0,0.5,"[(('g', 'o', 'o'), 1), (('o', 'o', 'd'), 1)]",[],['annkw'],[],[],1,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Japonic,Japanese, 
with b,"with B

",0,0,2,2.5,0.25,"[(('w', 'i', 't'), 1), (('i', 't', 'h'), 1), (('t', 'h', ' '), 1), (('h', ' ', 'b'), 1)]","[(('with', 'b'), 1)]",['annkw'],[],[],1,0,0,0,0,0,0,0,0,50.0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Japonic,Japanese, 
ada pump,DA PUMP ,0,1,2,3.5,0.75,"[(('a', 'd', 'a'), 1), (('d', 'a', ' '), 1), (('a', ' ', 'p'), 1), ((' ', 'p', 'u'), 1), (('p', 'u', 'm'), 1)]","[(('da', 'pump'), 1)]",['annkw'],[],[],1,0,0,0,0,0,0,50.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Japonic,Japanese, 
imam,"iMac
  ",0,0,1,4.0,1.5,"[(('i', 'm', 'a'), 1), (('m', 'a', 'm'), 1)]",[],['annkw'],['https://t.co/oXZzWr3pGG'],[],1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,Japonic,Japanese, 
it s show taiga,It's show TAIGA  ,0,1,4,3.0,0.375,"[(('i', 't', ' '), 1), (('t', ' ', 's'), 1), ((' ', 's', ' '), 1), (('s', ' ', 's'), 1), ((' ', 's', 'h'), 1)]","[(('it', 's'), 1), (('s', 'show'), 1), (('show', 'taiga'), 1)]",['annkw'],['https://t.co/jclwSRzftH'],[],1,0,0,0,0,1,0,0,0,50.0,0,0,0,0,25.0,0,0,0,0,0,0,0,0,0,0,Japonic,Japanese, 
young forest,young forest ,0,0,2,5.5,0.5,"[(('y', 'o', 'u'), 1), (('o', 'u', 'n'), 1), (('u', 'n', 'g'), 1), (('n', 'g', ' '), 1), (('g', ' ', 'f'), 1)]","[(('young', 'forest'), 1)]",['annkw'],[],[],1,0,0,0,0,0,50.0,0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Japonic,Japanese, 
shaggy ar,Shiggy Jr  ,0,0,2,4.0,1.0,"[(('s', 'h', 'a'), 1), (('h', 'a', 'g'), 1), (('a', 'g', 'g'), 1), (('g', 'g', 'y'), 1), (('g', 'y', ' '), 1)]","[(('shiggy', 'jr'), 1)]",['annkw'],['http://t.co/jzdBQxDGbO'],[],1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,Japonic,Japanese, 
bluetooth,Bluetooth   ,0,0,1,9.0,0.5,"[(('b', 'l', 'u'), 1), (('l', 'u', 'e'), 1), (('u', 'e', 't'), 1), (('e', 't', 'o'), 1), (('t', 'o', 'o'), 1)]",[],['annkw'],['http://t.co/H4Y54bxWAY'],[],1,0,0,0,0,1,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Japonic,Japanese, 
