correctedSentence,originalSentence,elongated,caps,sentenceLength,sentenceWordLength,spellDelta,charNGrams,wordNGrams,hashtag,url,atUser,#,@,E,",",~,U,A,D,!,N,P,O,R,&,L,Z,^,V,$,G,T,X,S,Y,M,langFam,lang,user
semi finals and here we come,"Semi-finals and  here we come! 

  ",0,0,6,3.8333333333333335,0.0,"[(('s', 'e', 'm'), 1), (('e', 'm', 'i'), 1), (('m', 'i', ' '), 1), (('i', ' ', 'f'), 1), ((' ', 'f', 'i'), 1)]","[(('semi', 'finals'), 1), (('finals', 'and'), 1), (('and', 'here'), 1), (('here', 'we'), 1), (('we', 'come'), 1)]","['Tokyo2020', 'U21EURO', 'AUTGER']",['https://t.co/8VOYlSBFNB'],[],3,0,0,16.666666666666664,0,1,0,0,0,16.666666666666664,0,16.666666666666664,16.666666666666664,16.666666666666664,0,0,0,16.666666666666664,0,0,0,0,0,0,0,Germanic,German, 
our starting xi for,"Our starting XI for   

  ",0,0,4,4.0,0.0,"[(('o', 'u', 'r'), 1), (('u', 'r', ' '), 1), (('r', ' ', 's'), 1), ((' ', 's', 't'), 1), (('s', 't', 'a'), 1)]","[(('our', 'starting'), 1), (('starting', 'xi'), 1), (('xi', 'for'), 1)]","['U21EURO', 'AUTGER']",['https://t.co/6yFLUrrBIH'],[],2,0,0,0,0,1,0,25.0,0,0,25.0,0,0,0,0,0,25.0,25.0,0,0,0,0,0,0,0,Germanic,German, 
luck waldschmidt goal tally update,"Luca Waldschmidt goal tally update: 



  ",0,0,5,6.0,0.30000000000000004,"[(('l', 'u', 'c'), 1), (('u', 'c', 'k'), 1), (('c', 'k', ' '), 1), (('k', ' ', 'w'), 1), ((' ', 'w', 'a'), 1)]","[(('luca', 'waldschmidt'), 1), (('waldschmidt', 'goal'), 1), (('goal', 'tally'), 1), (('tally', 'update'), 1)]","['U21EURO', 'AUTGER']",['https://t.co/KxZbRG2MnW'],[],2,0,0,20.0,0,1,0,0,0,60.0,0,0,0,0,0,0,40.0,0,0,0,0,0,0,0,0,Germanic,German, 
15 minutes to chase the win 1 1,"15 minutes to chase the win 

  1-1 ",0,0,8,3.0,0.3125,"[(('1', '5', ' '), 1), (('5', ' ', 'm'), 1), ((' ', 'm', 'i'), 1), (('m', 'i', 'n'), 1), (('i', 'n', 'u'), 1)]","[(('15', 'minutes'), 1), (('minutes', 'to'), 1), (('to', 'chase'), 1), (('chase', 'the'), 1), (('the', 'win'), 1)]","['U21EURO', 'AUTGER']",['https://t.co/I2hH6H6A0F'],[],2,0,0,0,0,1,0,12.5,0,25.0,12.5,0,0,0,0,0,0,12.5,25.0,0,0,0,0,0,0,Germanic,German, 
match day,"MATCHDAY  
   ",0,1,2,4.0,2.0,"[(('m', 'a', 't'), 1), (('a', 't', 'c'), 1), (('t', 'c', 'h'), 1), (('c', 'h', ' '), 1), (('h', ' ', 'd'), 1)]",[],"['ZSMMN', 'DieMannschaft', 'AUTGER']",['https://t.co/KysHxxy4EU'],[],3,0,0,0,0,1,0,0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Germanic,German, 
austria has just beaten germany 2 1 feels as if we had won the world cup,Austria has just beaten Germany 2-1. Feels as if we had won the World Cup  ,0,0,16,3.5625,0.15625,"[(('u', 's', 't'), 2), ((' ', 'h', 'a'), 2), (('a', 's', ' '), 2), ((' ', 'w', 'o'), 2), (('a', 'u', 's'), 1)]","[(('austria', 'has'), 1), (('has', 'just'), 1), (('just', 'beaten'), 1), (('beaten', 'germany'), 1), (('germany', '2'), 1)]",['AUTGER'],['https://t.co/wvqSPW7g4V'],[],1,0,0,6.25,0,1,0,6.25,0,0,12.5,6.25,6.25,0,0,0,25.0,31.25,6.25,0,0,0,0,0,0,Germanic,German, 
let s get the job done boys 1,"Let's get the job done, boys!  

  (1') ",0,0,8,2.75,0.1875,"[(('e', 't', ' '), 2), (('l', 'e', 't'), 1), (('t', ' ', 's'), 1), ((' ', 's', ' '), 1), (('s', ' ', 'g'), 1)]","[(('let', 's'), 1), (('s', 'get'), 1), (('get', 'the'), 1), (('the', 'job'), 1), (('job', 'done'), 1)]","['U21EURO', 'AUTGER']",['https://t.co/G2ltJXwrRL'],[],2,0,0,62.5,0,1,0,12.5,0,25.0,0,0,0,0,12.5,0,0,25.0,12.5,0,0,0,0,0,0,Germanic,German, 
the u21s will reach the semi finals if all the permutations ahead of tonight s clash with austria,"The U21s will reach the semi-finals if... 

All the permutations ahead of tonight's clash with Austria  

  ",1,1,18,4.444444444444445,0.16666666666666666,"[(('t', 'h', 'e'), 3), (('h', 'e', ' '), 3), ((' ', 'w', 'i'), 2), (('l', 'l', ' '), 2), ((' ', 't', 'h'), 2)]","[(('the', 'u21s'), 1), (('u21s', 'will'), 1), (('will', 'reach'), 1), (('reach', 'the'), 1), (('the', 'semi'), 1)]","['U21EURO', 'AUTGER']","['https://t.co/n1tRJM6PF3', 'https://t.co/RdNpxx8Bti']",[],2,0,0,5.555555555555555,0,2,0,16.666666666666664,0,16.666666666666664,16.666666666666664,0,5.555555555555555,0,0,0,11.11111111111111,11.11111111111111,0,0,0,5.555555555555555,5.555555555555555,0,0,Germanic,German, 
and in the red corner,"And in the red corner 

  ",0,0,5,3.4,0.2,"[(('a', 'n', 'd'), 1), (('n', 'd', ' '), 1), (('d', ' ', 'i'), 1), ((' ', 'i', 'n'), 1), (('i', 'n', ' '), 1)]","[(('and', 'in'), 1), (('in', 'the'), 1), (('the', 'red'), 1), (('red', 'corner'), 1)]","['U21EURO', 'AUTGER']",['https://t.co/Q3LFCJP3gf'],[],2,0,0,0,0,1,20.0,20.0,0,20.0,20.0,0,0,20.0,0,0,0,0,0,0,0,0,0,0,0,Germanic,German, 
emanuel neuter s wife dina at yesterday,Manuel Neuer's wifa Nina at  yesterday ,0,0,7,4.714285714285714,0.8571428571428571,"[(('t', 'e', 'r'), 2), (('e', 'm', 'a'), 1), (('m', 'a', 'n'), 1), (('a', 'n', 'u'), 1), (('n', 'u', 'e'), 1)]","[(('manuel', 'neuer'), 1), (('neuer', 's'), 1), (('s', 'wifa'), 1), (('wifa', 'nina'), 1), (('nina', 'at'), 1)]",['AUTGER'],['https://t.co/hX3HoLXUNK'],[],1,0,0,0,0,1,0,0,0,28.57142857142857,14.285714285714285,0,0,0,0,14.285714285714285,28.57142857142857,0,0,0,0,0,0,0,0,Germanic,German, 
austria are level hinteregger got some power behind that volley no chance 53 1 1,"Austria are level  Hinteregger got some power behind that volley. No chance. (53')

   [1]-1 ",0,0,15,4.4,0.36666666666666664,"[(('h', 'i', 'n'), 2), (('e', 'r', ' '), 2), (('a', 'u', 's'), 1), (('u', 's', 't'), 1), (('s', 't', 'r'), 1)]","[(('austria', 'are'), 1), (('are', 'level'), 1), (('level', 'hinteregger'), 1), (('hinteregger', 'got'), 1), (('got', 'some'), 1)]","['DieMannschaft', 'ZSMMN', 'AUTGER']",['https://t.co/FdhoUW8vAc'],[],3,0,0,40.0,0,1,0,20.0,0,26.666666666666668,6.666666666666667,0,0,0,0,0,13.333333333333334,13.333333333333334,13.333333333333334,0,0,0,0,0,0,Germanic,German, 
worth the wait 0 1,"Worth the wait! 

   0-1 ",0,0,5,2.8,0.2,"[(('w', 'o', 'r'), 1), (('o', 'r', 't'), 1), (('r', 't', 'h'), 1), (('t', 'h', ' '), 1), (('h', ' ', 't'), 1)]","[(('worth', 'the'), 1), (('the', 'wait'), 1), (('wait', '0'), 1), (('0', '1'), 1)]","['DieMannschaft', 'ZSMMN', 'AUTGER']",['https://t.co/5WdrZHjSl0'],[],3,0,0,20.0,0,1,0,20.0,0,20.0,0,0,0,0,0,0,0,20.0,20.0,0,0,0,0,0,0,Germanic,German, 
match day," Matchday! 

  
  
  ",0,0,2,4.0,2.0,"[(('m', 'a', 't'), 1), (('a', 't', 'c'), 1), (('t', 'c', 'h'), 1), (('c', 'h', ' '), 1), (('h', ' ', 'd'), 1)]",[],"['U21EURO', 'DENSRB', 'AUTGER']",['https://t.co/8zq4j7IF7Z'],[],3,0,0,50.0,0,1,0,0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Germanic,German, 
germany s u21s lead in austria courtesy of an absolute humdinger by luck waldschmidt unstoppable hit by the young freiburg forward,Germany's U21s lead in Austria courtesy of an absolute humdinger by Luca Waldschmidt! Unstoppable hit by the young Freiburg forward.  ,0,1,21,5.238095238095238,0.3571428571428571,"[(('g', 'e', 'r'), 2), (('n', ' ', 'a'), 2), (('e', ' ', 'h'), 2), ((' ', 'b', 'y'), 2), (('b', 'y', ' '), 2)]","[(('germany', 's'), 1), (('s', 'u21s'), 1), (('u21s', 'lead'), 1), (('lead', 'in'), 1), (('in', 'austria'), 1)]",['AUTGER'],['https://t.co/lyxThlWsPt'],[],1,0,0,9.523809523809524,0,1,14.285714285714285,9.523809523809524,0,14.285714285714285,19.047619047619047,0,4.761904761904762,0,0,4.761904761904762,23.80952380952381,4.761904761904762,0,0,0,0,0,0,0,Germanic,German, 
another germany change makes way for deon 56 1 1,"Another Germany change.  makes way for Leon   (56')

   1-1 ",0,0,10,3.9,0.35,"[(('a', 'n', 'o'), 1), (('n', 'o', 't'), 1), (('o', 't', 'h'), 1), (('t', 'h', 'e'), 1), (('h', 'e', 'r'), 1)]","[(('another', 'germany'), 1), (('germany', 'change'), 1), (('change', 'makes'), 1), (('makes', 'way'), 1), (('way', 'for'), 1)]","['Goretzka', 'DieMannschaft', 'ZSMMN', 'AUTGER']",['https://t.co/T9UAgH4mWD'],['@IlkayGuendogan'],4,0,0,40.0,0,1,0,10.0,0,20.0,10.0,0,0,0,0,0,20.0,10.0,20.0,0,0,0,0,0,0,Germanic,German, 
finally," Finally! 

  ",0,0,1,7.0,0.0,"[(('f', 'i', 'n'), 1), (('i', 'n', 'a'), 1), (('n', 'a', 'l'), 1), (('a', 'l', 'l'), 1), (('l', 'l', 'y'), 1)]",[],"['AUTGER', 'WorldCup']",['https://t.co/wFjl55O180'],[],2,0,0,100.0,0,1,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,Germanic,German, 
our first change of the night sat serdar is introduced in place of florin neuhaus 1 1 56,"Our first change of the night: 

Suat Serdar is introduced in place of Florian Neuhaus 
 
  1-1 (56') ",0,0,18,3.9444444444444446,0.4722222222222222,"[(('e', ' ', 'o'), 2), ((' ', 'o', 'f'), 2), (('o', 'f', ' '), 2), (('t', ' ', 's'), 2), ((' ', 'i', 'n'), 2)]","[(('our', 'first'), 1), (('first', 'change'), 1), (('change', 'of'), 1), (('of', 'the'), 1), (('the', 'night'), 1)]","['U21EURO', 'AUTGER']",['https://t.co/abeXKA0K8m'],[],2,0,0,22.22222222222222,0,1,5.555555555555555,11.11111111111111,0,16.666666666666664,16.666666666666664,0,0,0,0,0,22.22222222222222,11.11111111111111,11.11111111111111,0,0,0,0,0,0,Germanic,German, 
loud and proud 1 1,"Loud and proud 

  1-1 ",0,0,5,2.8,0.2,"[(('o', 'u', 'd'), 2), (('u', 'd', ' '), 2), (('l', 'o', 'u'), 1), (('d', ' ', 'a'), 1), ((' ', 'a', 'n'), 1)]","[(('loud', 'and'), 1), (('and', 'proud'), 1), (('proud', '1'), 1), (('1', '1'), 1)]","['U21EURO', 'AUTGER']",['https://t.co/MtUqT78QOO'],[],2,0,0,0,0,1,40.0,0,0,0,0,0,0,20.0,0,0,0,0,20.0,0,0,0,0,0,0,Germanic,German, 
a thrilling first half comes to an end and this one could go either way 1 1 45,"A thrilling first half comes to an end and this one could go either way. 

  1-1 (45') ",0,0,18,3.388888888888889,0.1388888888888889,"[((' ', 't', 'h'), 2), ((' ', 'c', 'o'), 2), ((' ', 'a', 'n'), 2), (('n', 'd', ' '), 2), ((' ', '1', ' '), 2)]","[(('a', 'thrilling'), 1), (('thrilling', 'first'), 1), (('first', 'half'), 1), (('half', 'comes'), 1), (('comes', 'to'), 1)]","['U21EURO', 'AUTGER']",['https://t.co/xrusbnt8HC'],[],2,0,0,22.22222222222222,0,1,11.11111111111111,22.22222222222222,0,16.666666666666664,5.555555555555555,0,0,5.555555555555555,0,0,0,16.666666666666664,16.666666666666664,0,0,0,0,0,0,Germanic,German, 
a goal saves no rain a solid first 45 minutes in austria 0 1,"A  goal 
 saves 
No rain! 

A solid first 45 minutes in Austria 

   0-1 ",0,0,14,3.357142857142857,0.35714285714285715,"[(('e', 's', ' '), 2), (('i', 'n', ' '), 2), (('n', ' ', 'a'), 2), (('a', ' ', 'g'), 1), ((' ', 'g', 'o'), 1)]","[(('a', 'goal'), 1), (('goal', 'saves'), 1), (('saves', 'no'), 1), (('no', 'rain'), 1), (('rain', 'a'), 1)]","['DieMannschaft', 'ZSMMN', 'AUTGER']",['https://t.co/yAvUqOoycf'],"['@MesutOzil1088', '@Manuel_Neuer']",3,0,0,7.142857142857142,0,1,14.285714285714285,21.428571428571427,0,21.428571428571427,7.142857142857142,0,0,0,0,0,7.142857142857142,7.142857142857142,14.285714285714285,0,0,0,0,0,0,Germanic,German, 
a 90 minute pause in the friendship,"A 90-minute pause in the friendship  

   ",0,0,7,4.142857142857143,0.35714285714285715,"[(('a', ' ', '9'), 1), ((' ', '9', '0'), 1), (('9', '0', ' '), 1), (('0', ' ', 'm'), 1), ((' ', 'm', 'i'), 1)]","[(('a', '90'), 1), (('90', 'minute'), 1), (('minute', 'pause'), 1), (('pause', 'in'), 1), (('in', 'the'), 1)]","['MiaSanMia', 'AUTGER']",['https://t.co/0F1uJKqBVu'],[],2,0,0,0,0,1,14.285714285714285,28.57142857142857,0,28.57142857142857,14.285714285714285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Germanic,German, 
we played very well in the first half but we didn t play much football after the break today showed that we still have a lot of work to do," : ""We played very well in the first half, but we didn't play much football after the break. Today showed that we still have a lot of work to do.""

   ",0,0,30,3.6333333333333333,0.1,"[(('w', 'e', ' '), 3), ((' ', 'w', 'e'), 3), (('l', 'l', ' '), 3), ((' ', 't', 'h'), 3), ((' ', 'p', 'l'), 2)]","[(('we', 'played'), 1), (('played', 'very'), 1), (('very', 'well'), 1), (('well', 'in'), 1), (('in', 'the'), 1)]","['DieMannschaft', 'ZSMMN', 'AUTGER']",['https://t.co/yCoylchWMw'],['@woodyinho:'],3,0,0,20.0,0,1,6.666666666666667,10.0,0,20.0,16.666666666666668,10.0,10.0,3.3333333333333335,0,0,0,20.0,0,0,0,0,0,0,0,Germanic,German, 
crunch time at our boys need a point against austria from 21 00 best tonight to guarantee a place in the semi finals,"Crunch time at ! 

Our boys need a point against Austria from 21:00 CEST tonight to guarantee a place in the semi-finals 

  ",0,1,23,4.086956521739131,0.2608695652173913,"[(('e', ' ', 'a'), 2), ((' ', 'a', ' '), 2), (('a', ' ', 'p'), 2), (('t', ' ', 'a'), 2), (('s', 't', ' '), 2)]","[(('crunch', 'time'), 1), (('time', 'at'), 1), (('at', 'our'), 1), (('our', 'boys'), 1), (('boys', 'need'), 1)]","['U21EURO', 'AUTGER']",['https://t.co/o786i7J55d'],['@UEFAUnder21!'],2,0,0,4.3478260869565215,0,1,4.3478260869565215,17.391304347826086,0,30.434782608695656,21.73913043478261,0,0,0,0,0,4.3478260869565215,8.695652173913043,4.3478260869565215,0,0,0,0,0,0,Germanic,German, 
austria getting very excited early in this half they almost have a second but it s another fantastic save from 56 1 1,"Austria getting very excited early in this half  They almost have a second, but it's another fantastic save from ! (56')

   1-1 ",0,0,23,4.130434782608695,0.2391304347826087,"[((' ', 't', 'h'), 2), ((' ', 'h', 'a'), 2), (('t', 'h', 'e'), 2), (('a', 'v', 'e'), 2), (('v', 'e', ' '), 2)]","[(('austria', 'getting'), 1), (('getting', 'very'), 1), (('very', 'excited'), 1), (('excited', 'early'), 1), (('early', 'in'), 1)]","['DieMannschaft', 'ZSMMN', 'AUTGER']",['https://t.co/xigv0ASk0g'],['@Manuel_Neuer!'],3,0,0,21.73913043478261,0,1,17.391304347826086,13.043478260869565,0,4.3478260869565215,8.695652173913043,4.3478260869565215,8.695652173913043,4.3478260869565215,4.3478260869565215,0,4.3478260869565215,13.043478260869565,8.695652173913043,0,0,0,0,0,0,Germanic,German, 
immediately followed by a second it s nadiem on for marco let s go boys 1 1 56,"Immediately followed by a second: 

It's Nadiem  on for Marco .  

Let's go, boys 

  1-1 (56') ",0,0,18,3.388888888888889,0.4166666666666667,"[((' ', 'f', 'o'), 2), (('t', ' ', 's'), 2), ((' ', 's', ' '), 2), ((' ', '1', ' '), 2), (('i', 'm', 'm'), 1)]","[(('immediately', 'followed'), 1), (('followed', 'by'), 1), (('by', 'a'), 1), (('a', 'second'), 1), (('second', 'it'), 1)]","['Amiri', 'Richter', 'U21EURO', 'AUTGER']",['https://t.co/xcnRzMf1O6'],[],4,0,0,33.333333333333336,0,1,5.555555555555555,5.555555555555555,0,5.555555555555555,16.666666666666664,0,5.555555555555555,0,11.11111111111111,0,11.11111111111111,11.11111111111111,11.11111111111111,0,0,0,0,0,0,Germanic,German, 
flashback,"Flashback  

   ",0,0,1,9.0,0.0,"[(('f', 'l', 'a'), 1), (('l', 'a', 's'), 1), (('a', 's', 'h'), 1), (('s', 'h', 'b'), 1), (('h', 'b', 'a'), 1)]",[],['AUTGER'],['https://t.co/cNT24lhDF1'],[],1,0,0,0,0,1,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Germanic,German, 
i believe i can fly," I believe I can fly  

    ",0,0,5,3.0,0.3,"[(('i', ' ', 'b'), 1), ((' ', 'b', 'e'), 1), (('b', 'e', 'l'), 1), (('e', 'l', 'i'), 1), (('l', 'i', 'e'), 1)]","[(('i', 'believe'), 1), (('believe', 'i'), 1), (('i', 'can'), 1), (('can', 'fly'), 1)]","['NeuerTheWall', 'DieMannschaft', 'AUTGER']",['https://t.co/rGCOCnuhTu'],['@Manuel_Neuer'],3,0,0,0,0,1,0,0,0,0,0,40.0,0,0,0,0,0,60.0,0,0,0,0,0,0,0,Germanic,German, 
a quarter bounder with cheese,A Quarter Pounder with Cheese?  ,0,0,5,5.0,0.30000000000000004,"[(('e', 'r', ' '), 2), (('a', ' ', 'q'), 1), ((' ', 'q', 'u'), 1), (('q', 'u', 'a'), 1), (('u', 'a', 'r'), 1)]","[(('a', 'quarter'), 1), (('quarter', 'pounder'), 1), (('pounder', 'with'), 1), (('with', 'cheese'), 1)]",['AUTGER'],['https://t.co/ijz2y6kDog'],[],1,0,0,20.0,0,1,0,20.0,0,60.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Germanic,German, 
hard fought draw sees germany through to the semis recap,"Hard-fought draw sees Germany through to the semis 

 recap: 

 ",0,0,10,4.7,0.05,"[(('o', 'u', 'g'), 2), (('u', 'g', 'h'), 2), ((' ', 's', 'e'), 2), ((' ', 't', 'h'), 2), (('h', 'a', 'r'), 1)]","[(('hard', 'fought'), 1), (('fought', 'draw'), 1), (('draw', 'sees'), 1), (('sees', 'germany'), 1), (('germany', 'through'), 1)]","['AUTGER', 'U21EURO']","['https://t.co/G35lUhci94', 'https://t.co/n2A0mc0wT0']",[],2,0,0,10.0,0,2,10.0,10.0,0,30.0,20.0,0,0,0,0,0,10.0,10.0,0,0,0,0,0,0,0,Germanic,German, 
32 austria have beaten germany for the first time in almost 32 years and after 10 games without a win d1 9l when they won 4 1 back in october 1986 eternity,"32 - Austria have beaten Germany for the first time in almost 32 years and after 10 games without a win (D1 9L), when they won 4-1 back in October 1986. Eternity.  ",0,1,32,3.875,0.375,"[(('i', 'n', ' '), 3), (('3', '2', ' '), 2), (('e', 'n', ' '), 2), ((' ', 't', 'h'), 2), (('t', 'h', 'e'), 2)]","[(('32', 'austria'), 1), (('austria', 'have'), 1), (('have', 'beaten'), 1), (('beaten', 'germany'), 1), (('germany', 'for'), 1)]",['AUTGER'],['https://t.co/cl42lWsRR5'],[],1,0,0,18.75,0,1,3.125,6.25,0,18.75,15.625,3.125,9.375,3.125,0,0,9.375,9.375,18.75,0,0,0,0,0,0,Germanic,German, 
it was going so well another austria goal comeback needed 70 2 1,"It was going so well... 

Another Austria goal, comeback needed! (70')

   [2]-1 ",1,0,13,4.0,0.34615384615384615,"[((' ', 'g', 'o'), 2), (('i', 't', ' '), 1), (('t', ' ', 'w'), 1), ((' ', 'w', 'a'), 1), (('w', 'a', 's'), 1)]","[(('it', 'was'), 1), (('was', 'going'), 1), (('going', 'so'), 1), (('so', 'well'), 1), (('well', 'another'), 1)]","['DieMannschaft', 'ZSMMN', 'AUTGER']",['https://t.co/Bv6Oojpa1Q'],[],3,0,0,53.84615384615385,0,1,0,7.6923076923076925,0,15.384615384615385,0,7.6923076923076925,15.384615384615385,0,0,0,7.6923076923076925,23.076923076923077,15.384615384615385,0,0,0,0,0,0,Germanic,German, 
