correctedSentence,originalSentence,elongated,caps,sentenceLength,sentenceWordLength,spellDelta,charNGrams,wordNGrams,hashtag,url,atUser,#,@,E,",",~,U,A,D,!,N,P,O,R,&,L,Z,^,V,$,G,T,X,S,Y,M,langFam,lang,user
we re advancing to the superbowl,We're advancing to the Superbowl!    ,0,0,6,4.5,0.166666666666667,"[(('w', 'e', ' '), 1), (('e', ' ', 'r'), 1), ((' ', 'r', 'e'), 1), (('r', 'e', ' '), 1), (('e', ' ', 'a'), 1)]","[(('we', 're'), 1), (('re', 'advancing'), 1), (('advancing', 'to'), 1), (('to', 'the'), 1), (('the', 'superbowl'), 1)]","['titansvschiefs', 'Chiefs']",['https://t.co/JyUvNCB4CZ'],[],2,0,0,16.6666666666667,0,1,0,16.6666666666667,0,16.6666666666667,16.6666666666667,0,0,0,16.6666666666667,0,0,16.6666666666667,0,0,0,0,0,0,0,Germanic,English, 
rigged,RIGGED ,0,1,1,6,0,"[(('r', 'i', 'g'), 1), (('i', 'g', 'g'), 1), (('g', 'g', 'e'), 1), (('g', 'e', 'd'), 1)]",[],['titansvschiefs'],[],[],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,Germanic,English, 
is it bad that i laughed out loud twice when that little ref rolled across the goal line gotta love football con,Is it bad that I laughed out loud twice when that little ref rolled across the goal line? Gotta love football. Cmon   ,0,0,22,4.13636363636364,0.159090909090909,"[((' ', 't', 'h'), 3), (('d', ' ', 't'), 2), (('t', 'h', 'a'), 2), (('h', 'a', 't'), 2), (('a', 't', ' '), 2)]","[(('is', 'it'), 1), (('it', 'bad'), 1), (('bad', 'that'), 1), (('that', 'i'), 1), (('i', 'laughed'), 1)]","['titans', 'titansvschiefs']",['https://t.co/5SBf6qGtYQ'],[],2,0,0,9.09090909090909,0,1,13.6363636363636,9.09090909090909,4.54545454545455,18.1818181818182,9.09090909090909,9.09090909090909,9.09090909090909,0,0,0,0,22.7272727272727,0,0,4.54545454545455,0,0,0,0,Germanic,English, 
mood all week,Mood all week     ,0,0,3,3.66666666666667,0,"[(('m', 'o', 'o'), 1), (('o', 'o', 'd'), 1), (('o', 'd', ' '), 1), (('d', ' ', 'a'), 1), ((' ', 'a', 'l'), 1)]","[(('mood', 'all'), 1), (('all', 'week'), 1)]","['chiefs', 'titansvschiefs', 'SuperBowlLIV', 'ChiefsKingdom']",['https://t.co/dpuLoIOGPQ'],[],4,0,0,0,0,1,0,33.3333333333333,0,66.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Germanic,English, 
congratulations to the,Congratulations to the     ,0,0,3,6.66666666666667,0,"[(('c', 'o', 'n'), 1), (('o', 'n', 'g'), 1), (('n', 'g', 'r'), 1), (('g', 'r', 'a'), 1), (('r', 'a', 't'), 1)]","[(('congratulations', 'to'), 1), (('to', 'the'), 1)]","['ChiefsKingdom', 'titansvschiefs', 'SuperBowlLIV']",['https://t.co/jYkVy1by7S'],['@Chiefs'],3,0,0,0,0,1,0,33.3333333333333,0,33.3333333333333,33.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Germanic,English, 
great season titans heck of a run ma homes is on another level,Great season Titans. Heck of a run! Mahomes is on another level. ,0,0,13,3.84615384615385,1.16666666666667,"[(('o', 'n', ' '), 2), (('g', 'r', 'e'), 1), (('r', 'e', 'a'), 1), (('e', 'a', 't'), 1), (('a', 't', ' '), 1)]","[(('great', 'season'), 1), (('season', 'titans'), 1), (('titans', 'heck'), 1), (('heck', 'of'), 1), (('of', 'a'), 1)]",['titansvschiefs'],[],[],1,0,0,23.0769230769231,0,0,7.69230769230769,15.3846153846154,0,38.4615384615385,15.3846153846154,0,0,0,0,0,7.69230769230769,7.69230769230769,0,0,0,0,0,0,0,Germanic,English, 
obligatory chiefs post,Obligatory Chiefs post!        ,0,0,3,6.66666666666667,0.166666666666667,"[(('o', 'b', 'l'), 1), (('b', 'l', 'i'), 1), (('l', 'i', 'g'), 1), (('i', 'g', 'a'), 1), (('g', 'a', 't'), 1)]","[(('obligatory', 'chiefs'), 1), (('chiefs', 'post'), 1)]","['AFCChampionship', 'titansvschiefs', 'TENvsKC', 'PatrickMahomes', 'FightForYourRightToParty', 'Chiefs', 'ChiefsKingdom']",['https://t.co/Uzhgun0fEd'],[],7,0,0,33.3333333333333,0,1,33.3333333333333,0,0,33.3333333333333,0,0,0,0,0,0,33.3333333333333,0,0,0,0,0,0,0,0,Germanic,English, 
normal viewers ayyyyy touchdown hell yeah fl look at this fat mufucka catching balls out here,"Normal viewers: ""Ayyyyy touchdown!!! Hell yeah!""

NFL: ""Look at this fat mufucka catchin balls out here!""

 ",2,1,16,4.875,0.4375,"[(('y', 'y', 'y'), 3), ((' ', 'h', 'e'), 2), (('a', 't', ' '), 2), (('n', 'o', 'r'), 1), (('o', 'r', 'm'), 1)]","[(('normal', 'viewers'), 1), (('viewers', 'ayyyyy'), 1), (('ayyyyy', 'touchdown'), 1), (('touchdown', 'hell'), 1), (('hell', 'yeah'), 1)]","['titansvschiefs', 'AFCChampionship']",['https://t.co/LFbjyyajNT'],[],2,0,0,56.25,0,1,12.5,6.25,12.5,31.25,12.5,0,6.25,0,0,0,6.25,12.5,0,0,0,0,0,0,0,Germanic,English, 
definitely a penalty,Definitely a penalty!     ,0,0,3,6,0.166666666666667,"[(('d', 'e', 'f'), 1), (('e', 'f', 'i'), 1), (('f', 'i', 'n'), 1), (('i', 'n', 'i'), 1), (('n', 'i', 't'), 1)]","[(('definitely', 'a'), 1), (('a', 'penalty'), 1)]","['titansvschiefs', 'NFLPlayoffs']",['https://t.co/uBQfpzR2cP'],['@Titans'],2,0,0,33.3333333333333,0,1,0,33.3333333333333,0,33.3333333333333,0,0,33.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,Germanic,English, 
this guy is fire,"This guy is fire. 
    ",0,0,4,3.25,0.125,"[(('i', 's', ' '), 2), (('t', 'h', 'i'), 1), (('h', 'i', 's'), 1), (('s', ' ', 'g'), 1), ((' ', 'g', 'u'), 1)]","[(('this', 'guy'), 1), (('guy', 'is'), 1), (('is', 'fire'), 1)]","['Mahomes', 'Chiefs', 'titansvschiefs', 'Unbelievable']",['https://t.co/8THsfMbiIq'],[],4,0,0,25,0,1,0,25,0,50,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,Germanic,English, 
going to the superbowl,Going to the Superbowl!!!  ,1,0,4,4.75,0.125,"[(('g', 'o', 'i'), 1), (('o', 'i', 'n'), 1), (('i', 'n', 'g'), 1), (('n', 'g', ' '), 1), (('g', ' ', 't'), 1)]","[(('going', 'to'), 1), (('to', 'the'), 1), (('the', 'superbowl'), 1)]","['titansvschiefs', 'Chiefs']",['https://t.co/gGeFiUFAGT'],[],2,0,0,25,0,1,0,25,0,25,25,0,0,0,0,0,0,25,0,0,0,0,0,0,0,Germanic,English, 
one thing i do not want to get lost in the defeat today will be the last time we see marcus mar iota in a uniform this guy gave it his all every time he played and gave us the fans a lot of great memories saki maika i,"One thing I do NOT want to get lost in the defeat: Today will be the last time we see Marcus Mariota in a  uniform. This guy gave it his all every time he played and gave us, the fans, a lot of great memories. Laki maika'i !    ",0,1,49,3.44897959183673,1.36458333333333,"[((' ', 't', 'h'), 5), (('h', 'e', ' '), 4), (('t', ' ', 't'), 3), (('t', 'h', 'e'), 3), ((' ', 'm', 'a'), 3)]","[(('one', 'thing'), 1), (('thing', 'i'), 1), (('i', 'do'), 1), (('do', 'not'), 1), (('not', 'want'), 1)]","['Titans', '8', 'TitanUp', 'titansvschiefs', 'SuperBowlLIV']",['https://t.co/3WGAVzj3HG'],[],5,0,0,12.2448979591837,0,1,4.08163265306122,16.3265306122449,0,20.4081632653061,8.16326530612245,10.2040816326531,2.04081632653061,2.04081632653061,0,0,8.16326530612245,20.4081632653061,2.04081632653061,0,0,2.04081632653061,0,0,0,Germanic,English, 
when you knock something over in the store and try to walk off like it want you,"When you knock something over in the store and try to walk off like it wasnt you....

   ",1,0,17,3.70588235294118,0.176470588235294,"[((' ', 'y', 'o'), 2), (('y', 'o', 'u'), 2), ((' ', 'w', 'a'), 2), (('w', 'h', 'e'), 1), (('h', 'e', 'n'), 1)]","[(('when', 'you'), 1), (('you', 'knock'), 1), (('knock', 'something'), 1), (('something', 'over'), 1), (('over', 'in'), 1)]","['TENvsKC', 'AFCChampionship', 'titansvschiefs']",['https://t.co/BLA5usfP70'],[],3,0,0,5.88235294117647,0,1,0,5.88235294117647,0,11.7647058823529,23.5294117647059,17.6470588235294,5.88235294117647,5.88235294117647,0,0,0,23.5294117647059,0,0,5.88235294117647,0,0,0,0,Germanic,English, 
howdy ho,Howdy-Ho!     ,0,0,2,3.5,0.25,"[(('h', 'o', 'w'), 1), (('o', 'w', 'd'), 1), (('w', 'd', 'y'), 1), (('d', 'y', ' '), 1), (('y', ' ', 'h'), 1)]","[(('howdy', 'ho'), 1)]","['Playoffs', 'titansvschiefs', 'ChiefsKingdom']",['https://t.co/y9YYCQMCwi'],[],3,0,0,50,0,1,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Germanic,English, 
what a season wish we could ve played one more game but well be back next season count on it,What a season!!! Wish we couldve played ONE more game... but well be back next season. Count on it!!      ,2,1,20,3.65,1.55263157894737,"[(('o', 'n', ' '), 3), ((' ', 's', 'e'), 2), (('s', 'e', 'a'), 2), (('e', 'a', 's'), 2), (('a', 's', 'o'), 2)]","[(('what', 'a'), 1), (('a', 'season'), 1), (('season', 'wish'), 1), (('wish', 'we'), 1), (('we', 'couldve'), 1)]","['titans', 'titanup', 'AFCChampionship', 'titansvschiefs']",['https://t.co/0O2ykvSJwi'],['@MrsHawaiiUS2011'],4,0,0,20,0,1,10,5,0,15,5,15,10,5,0,0,0,25,5,0,0,0,0,0,0,Germanic,English, 
monday s hit like,"Monday's Hit Like:
   ",0,0,4,3.5,0.25,"[(('m', 'o', 'n'), 1), (('o', 'n', 'd'), 1), (('n', 'd', 'a'), 1), (('d', 'a', 'y'), 1), (('a', 'y', ' '), 1)]","[(('monday', 's'), 1), (('s', 'hit'), 1), (('hit', 'like'), 1)]","['TENvsKC', 'titansvschiefs', 'AFCChampionship']",['https://t.co/d2MsYnfcQy'],[],3,0,0,25,0,1,0,0,0,0,25,0,0,0,0,25,0,25,0,0,0,0,0,0,0,Germanic,English, 
my face right now but my still had a great season,"My face right now..... but my  still had a great season
  ",1,0,11,3.54545454545455,0.227272727272727,"[(('m', 'y', ' '), 2), (('y', ' ', 'f'), 1), ((' ', 'f', 'a'), 1), (('f', 'a', 'c'), 1), (('a', 'c', 'e'), 1)]","[(('my', 'face'), 1), (('face', 'right'), 1), (('right', 'now'), 1), (('now', 'but'), 1), (('but', 'my'), 1)]","['Titans', 'titansvschiefs']",['https://t.co/aOIq3ypkQD'],[],2,0,0,9.09090909090909,0,1,9.09090909090909,27.2727272727273,0,18.1818181818182,0,0,27.2727272727273,9.09090909090909,0,0,0,9.09090909090909,0,0,0,0,0,0,0,Germanic,English, 
the should be ashamed for their mishandling of tannehill they wanted so badly for him to be the next adan marina that they squandered the next bob grieve,The  should be ashamed for their mishandling of Tannehill. They wanted so badly for him to be the next Dan Marino that they squandered the next Bob Griese.   ,0,0,28,4.5,0.321428571428571,"[(('t', 'h', 'e'), 6), ((' ', 't', 'h'), 6), (('h', 'e', ' '), 3), (('e', 'd', ' '), 3), ((' ', 'b', 'e'), 2)]","[(('the', 'next'), 2), (('the', 'should'), 1), (('should', 'be'), 1), (('be', 'ashamed'), 1), (('ashamed', 'for'), 1)]","['Dolphins', 'FinsUp', 'titansvschiefs', 'AFCChampionship']",[],[],4,0,0,7.14285714285714,0,0,10.7142857142857,14.2857142857143,0,3.57142857142857,17.8571428571429,10.7142857142857,7.14285714285714,0,0,0,17.8571428571429,17.8571428571429,0,0,0,0,0,0,0,Germanic,English, 
i predicted the chiefs to win 38 24 thees 4 minutes left and the score is 35 24,"I predicted the Chiefs to win 38-24, theres 4 minutes left and the score is 35-24.  ",0,0,18,3.44444444444444,0.388888888888889,"[((' ', 't', 'h'), 3), (('t', 'h', 'e'), 3), (('d', ' ', 't'), 2), (('h', 'e', ' '), 2), ((' ', '2', '4'), 2)]","[(('i', 'predicted'), 1), (('predicted', 'the'), 1), (('the', 'chiefs'), 1), (('chiefs', 'to'), 1), (('to', 'win'), 1)]",['titansvschiefs'],[],[],1,0,0,11.1111111111111,0,0,5.55555555555556,11.1111111111111,0,11.1111111111111,5.55555555555556,5.55555555555556,0,5.55555555555556,0,0,5.55555555555556,16.6666666666667,16.6666666666667,0,0,0,0,5.55555555555556,0,Germanic,English, 
never try to beat a red light,Never try to beat a red light.   ,0,0,7,3.28571428571429,0.071428571428572,"[(('n', 'e', 'v'), 1), (('e', 'v', 'e'), 1), (('v', 'e', 'r'), 1), (('e', 'r', ' '), 1), (('r', ' ', 't'), 1)]","[(('never', 'try'), 1), (('try', 'to'), 1), (('to', 'beat'), 1), (('beat', 'a'), 1), (('a', 'red'), 1)]","['stoponred', 'titansvschiefs']",['https://t.co/gD1gYzAjwG'],[],2,0,0,14.2857142857143,0,1,14.2857142857143,14.2857142857143,0,14.2857142857143,14.2857142857143,0,14.2857142857143,0,0,0,0,28.5714285714286,0,0,0,0,0,0,0,Germanic,English, 
poor drew franklin i hope someone hugs him,"Poor Drew Franklin. I hope someone hugs him.  
",0,0,8,4.375,0.25,"[(('p', 'o', 'o'), 1), (('o', 'o', 'r'), 1), (('o', 'r', ' '), 1), (('r', ' ', 'd'), 1), ((' ', 'd', 'r'), 1)]","[(('poor', 'drew'), 1), (('drew', 'franklin'), 1), (('franklin', 'i'), 1), (('i', 'hope'), 1), (('hope', 'someone'), 1)]",['titansvschiefs'],[],[],1,0,0,25,0,0,25,0,0,12.5,0,25,0,0,0,0,12.5,25,0,0,0,0,0,0,0,Germanic,English, 
a play made me start late but just like i couldn t let my team down,A  play made me start late but just like  I couldn't let my team down  ,0,0,16,3.25,0.1875,"[(('t', ' ', 'l'), 3), (('a', ' ', 'p'), 1), ((' ', 'p', 'l'), 1), (('p', 'l', 'a'), 1), (('l', 'a', 'y'), 1)]","[(('a', 'play'), 1), (('play', 'made'), 1), (('made', 'me'), 1), (('me', 'start'), 1), (('start', 'late'), 1)]","['TitansVsChiefs', 'ModernWarefare']",['https://t.co/CiszaK4mfZ'],['@PatrickMahomes'],2,0,0,0,0,1,6.25,12.5,0,12.5,12.5,12.5,6.25,6.25,0,0,0,25,0,0,0,0,0,0,0,Germanic,English, 
i m proud om my,I'm proud om my  ,0,0,5,2.2,0.2,"[(('i', ' ', 'm'), 1), ((' ', 'm', ' '), 1), (('m', ' ', 'p'), 1), ((' ', 'p', 'r'), 1), (('p', 'r', 'o'), 1)]","[(('i', 'm'), 1), (('m', 'proud'), 1), (('proud', 'om'), 1), (('om', 'my'), 1)]","['Titans', 'titansvschiefs']",[],[],2,0,0,0,0,0,20,20,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,Germanic,English, 
i bet would be fun to party with at karaoke,I bet  would be fun to PARTY with at karaoke.       ,0,1,10,3.4,0.15,"[((' ', 'b', 'e'), 2), (('i', ' ', 'b'), 1), (('b', 'e', 't'), 1), (('e', 't', ' '), 1), (('t', ' ', 'w'), 1)]","[(('i', 'bet'), 1), (('bet', 'would'), 1), (('would', 'be'), 1), (('be', 'fun'), 1), (('fun', 'to'), 1)]","['titansvschiefs', 'TENvsKC', 'NFLPlayoffs', 'AFCChampionshipGame', 'Chiefs']",['https://t.co/aaJVhC0oF5'],['@tkelce'],5,0,0,10,0,1,0,0,0,20,30,10,0,0,0,0,10,30,0,0,0,0,0,0,0,Germanic,English, 
perm chiefs crikey,Erm Chiefs!! Crikey  ,0,0,3,5.33333333333333,0.5,"[(('p', 'e', 'r'), 1), (('e', 'r', 'm'), 1), (('r', 'm', ' '), 1), (('m', ' ', 'c'), 1), ((' ', 'c', 'h'), 1)]","[(('erm', 'chiefs'), 1), (('chiefs', 'crikey'), 1)]",['titansvschiefs'],['https://t.co/AnFg3pDyvB'],[],1,0,0,33.3333333333333,0,1,0,0,66.6666666666667,0,0,0,0,0,0,0,33.3333333333333,0,0,0,0,0,0,0,0,Germanic,English, 
id what to do with my hands,Idk what to do with my hands    ,0,0,7,3,0.285714285714286,"[(('i', 'd', ' '), 1), (('d', ' ', 'w'), 1), ((' ', 'w', 'h'), 1), (('w', 'h', 'a'), 1), (('h', 'a', 't'), 1)]","[(('idk', 'what'), 1), (('what', 'to'), 1), (('to', 'do'), 1), (('do', 'with'), 1), (('with', 'my'), 1)]","['AFCChampionship', 'titansvschiefs', 'KCChiefs']",['https://t.co/kks1jObgKh'],[],3,0,0,0,0,1,0,14.2857142857143,0,14.2857142857143,28.5714285714286,14.2857142857143,0,0,14.2857142857143,0,0,14.2857142857143,0,0,0,0,0,0,0,Germanic,English, 
ladies amp gentlemen my uncle,"Ladies &amp; Gentlemen... My Uncle!
   ",1,0,5,5,0,"[(('l', 'a', 'd'), 1), (('a', 'd', 'i'), 1), (('d', 'i', 'e'), 1), (('i', 'e', 's'), 1), (('e', 's', ' '), 1)]","[(('ladies', 'amp'), 1), (('amp', 'gentlemen'), 1), (('gentlemen', 'my'), 1), (('my', 'uncle'), 1)]",['titansvschiefs'],['https://t.co/qBui0YXfj9'],"['@Chiefs', '@NFL']",1,0,0,40,0,1,0,20,0,60,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,Germanic,English, 
35 is a beautiful number,35 is a beautiful number ,0,0,5,4,0.3,"[(('3', '5', ' '), 1), (('5', ' ', 'i'), 1), ((' ', 'i', 's'), 1), (('i', 's', ' '), 1), (('s', ' ', 'a'), 1)]","[(('35', 'is'), 1), (('is', 'a'), 1), (('a', 'beautiful'), 1), (('beautiful', 'number'), 1)]",['titansvschiefs'],[],[],1,0,0,0,0,0,20,20,0,20,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,Germanic,English, 
raise your hand if you took the over in the match up i didn but i am teaching tomorrow at 8am and tuesday at noon so thees that,Raise your hand if you took the over in the  match up (I didnt) - but I am teaching teaching tomorrow at 8am and Tuesday at noon. So theres that. ,0,0,28,3.57142857142857,1.16810344827586,"[((' ', 't', 'h'), 4), (('t', 'h', 'e'), 3), ((' ', 'y', 'o'), 2), (('y', 'o', 'u'), 2), (('a', 'n', 'd'), 2)]","[(('raise', 'your'), 1), (('your', 'hand'), 1), (('hand', 'if'), 1), (('if', 'you'), 1), (('you', 'took'), 1)]",['titansvschiefs'],['https://t.co/Q85gyRMnv0'],[],1,0,0,17.8571428571429,0,1,0,10.7142857142857,0,17.8571428571429,17.8571428571429,14.2857142857143,0,7.14285714285714,3.57142857142857,0,3.57142857142857,21.4285714285714,3.57142857142857,0,3.57142857142857,0,0,0,0,Germanic,English, 
hank scram is smiling down on kansas city tonight congrats,"Hank Stram is smiling down on Kansas City tonight. Congrats, . 

 

 ",0,0,10,4.9,0.3,"[(('h', 'a', 'n'), 1), (('a', 'n', 'k'), 1), (('n', 'k', ' '), 1), (('k', ' ', 's'), 1), ((' ', 's', 'c'), 1)]","[(('hank', 'stram'), 1), (('stram', 'is'), 1), (('is', 'smiling'), 1), (('smiling', 'down'), 1), (('down', 'on'), 1)]",['titansvschiefs'],['https://t.co/f9tSRCklju'],['@Chiefs.'],1,0,0,30,0,1,0,0,10,20,10,0,0,0,0,0,30,20,0,0,10,0,0,0,0,Germanic,English, 
