correctedSentence,originalSentence,elongated,caps,sentenceLength,sentenceWordLength,spellDelta,charNGrams,wordNGrams,hashtag,url,atUser,#,@,E,",",~,U,A,D,!,N,P,O,R,&,L,Z,^,V,$,G,T,X,S,Y,M,langFam,lang,user
on lights boy with guv ats,"
  

  
ON Lights Boy With Luv BTS ",0,1,6,3.5,0.5833333333333334,"[(('o', 'n', ' '), 1), (('n', ' ', 'l'), 1), ((' ', 'l', 'i'), 1), (('l', 'i', 'g'), 1), (('i', 'g', 'h'), 1)]","[(('on', 'lights'), 1), (('lights', 'boy'), 1), (('boy', 'with'), 1), (('with', 'luv'), 1), (('luv', 'bts'), 1)]","['BoyWithLuv', 'BestMusicVideo', 'iHeartAwards']",['https://t.co/znTg33vXOm'],['@BTS_twt'],3,0,0,0,0,1,0,0,0,0,33.33333333333333,0,0,0,0,0,66.66666666666666,0,0,0,0,0,0,0,0,Japonic,Japanese, 
on lights boy with guv black swan shadow ego inner child winter bear ats v,"   
ON  Lights  Boy With Luv  
Black Swan  SHADOW  EGO
Inner Child  WinterBear
  BTS V   ",0,3,15,4.0,0.6428571428571428,"[(('t', 's', ' '), 2), ((' ', 'w', 'i'), 2), (('e', 'r', ' '), 2), (('o', 'n', ' '), 1), (('n', ' ', 'l'), 1)]","[(('on', 'lights'), 1), (('lights', 'boy'), 1), (('boy', 'with'), 1), (('with', 'luv'), 1), (('luv', 'black'), 1)]","['BoyWithLuv', 'BestMusicVideo', 'iHeartAwards']",['https://t.co/hFII24uPwH'],['@BTS_twt'],3,0,0,0,0,1,0,0,0,0,13.333333333333334,0,0,0,0,0,80.0,0,0,0,0,0,0,0,0,Japonic,Japanese, 
on shadow ego lights boy with guv ats,    ON SHADOW EGO Lights Boy With Luv BTS ,0,3,8,3.75,0.4375,"[(('o', 'n', ' '), 1), (('n', ' ', 's'), 1), ((' ', 's', 'h'), 1), (('s', 'h', 'a'), 1), (('h', 'a', 'd'), 1)]","[(('on', 'shadow'), 1), (('shadow', 'ego'), 1), (('ego', 'lights'), 1), (('lights', 'boy'), 1), (('boy', 'with'), 1)]","['BoyWithLuv', 'BestMusicVideo', 'iHeartAwards']",['https://t.co/MQLluqIcCX'],['@BTS_twt'],3,0,0,0,0,1,0,0,0,0,25.0,0,0,0,0,0,75.0,0,0,0,0,0,0,0,0,Japonic,Japanese, 
if you are truly an ot7 stan then you won t ignore this tweet and re tweet reply amp quote with the hash tags i ll give you 15s 1 rt 1 vote 1 reply 1 vote 1 quote 1 vote lets do this for them,"IF YOU ARE TRULY AN OT7 STAN THEN YOU WON'T  IGNORE THIS TWEET AND RETWEET, REPLY &amp; QUOTE WITH THE HASHTAGS.

I'LL GIVE YOU 15s 

1 rt = 1 vote
1 reply = 1 vote
1 quote = 1 vote

LETS DO THIS FOR THEM ! 
    ",0,24,46,3.1739130434782608,1.1818181818181819,"[((' ', '1', ' '), 6), ((' ', 't', 'h'), 5), (('o', 't', 'e'), 5), (('t', 'e', ' '), 5), ((' ', 'y', 'o'), 3)]","[(('1', 'vote'), 3), (('vote', '1'), 2), (('if', 'you'), 1), (('you', 'are'), 1), (('are', 'truly'), 1)]","['BoyWithLuv', 'BestMusicVideo', 'iHeartAwards']",['https://t.co/Qd9gOLFy4v'],['@BTS_twt'],3,0,0,13.043478260869566,2.1739130434782608,1,0,6.521739130434782,0,17.39130434782609,6.521739130434782,10.869565217391305,4.3478260869565215,4.3478260869565215,4.3478260869565215,0,4.3478260869565215,15.217391304347828,15.217391304347828,0,0,0,0,0,0,Indo-Aryan,Indian, 
ats bt21 march giveaway series 08 ends mar 14 data hooky tote magnet metal pin 2 winners rules follow me like amp rt reply w a pic gift of taegi ar choice of data hooky tag aw,"BTS / BT21 MERCH GIVEAWAY 
SERIES 08 // ENDS MAR 14

 Tata/Shooky tote/magnet/metal pin (2 winners)

 RULES:
- Follow me, like &amp; RT
- Reply w a pic/gif of TaeGi
  + ur choice of Tata/Shooky
  + tag    
- WW

 ",0,8,37,3.7567567567567566,0.5810810810810811,"[((' ', 'm', 'a'), 3), (('m', 'a', 'r'), 2), ((' ', 'g', 'i'), 2), (('e', 's', ' '), 2), (('a', 'r', ' '), 2)]","[(('tata', 'shooky'), 2), (('bts', 'bt21'), 1), (('bt21', 'merch'), 1), (('merch', 'giveaway'), 1), (('giveaway', 'series'), 1)]","['iHeartAwards', 'BestMusicVideo', 'BoyWithLuv', '7BillboardNo1Album']",['https://t.co/onH0UqQiHP'],['@BTS_twt'],4,0,0,21.621621621621617,5.405405405405405,1,0,5.405405405405405,0,29.729729729729723,10.81081081081081,2.7027027027027026,0,8.108108108108109,0,0,16.216216216216214,8.108108108108109,8.108108108108109,0,0,0,0,0,0,Germanic,English, 
stop doing that,"Stop doing that  

    ",0,0,3,4.333333333333333,0.0,"[(('s', 't', 'o'), 1), (('t', 'o', 'p'), 1), (('o', 'p', ' '), 1), (('p', ' ', 'd'), 1), ((' ', 'd', 'o'), 1)]","[(('stop', 'doing'), 1), (('doing', 'that'), 1)]","['BoyWithLuv', 'BestMusicVideo', 'iHeartAwards']",['https://t.co/j9nuvEm1sU'],['@BTS_twt'],3,0,0,0,0,1,0,0,0,0,0,33.33333333333333,0,0,0,0,0,66.66666666666666,0,0,0,0,0,0,0,Japonic,Japanese, 
the biggest global sensation of all time,"The biggest global sensation of all time.

     ",0,0,7,4.857142857142857,0.0,"[(('t', 'h', 'e'), 1), (('h', 'e', ' '), 1), (('e', ' ', 'b'), 1), ((' ', 'b', 'i'), 1), (('b', 'i', 'g'), 1)]","[(('the', 'biggest'), 1), (('biggest', 'global'), 1), (('global', 'sensation'), 1), (('sensation', 'of'), 1), (('of', 'all'), 1)]","['BoyWithLuv', 'BestMusicVideo', 'iHeartAwards']",['https://t.co/stcmrOoVJn'],['@BTS_twt'],3,0,0,14.285714285714285,0,1,28.57142857142857,28.57142857142857,0,28.57142857142857,14.285714285714285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Japonic,Japanese, 
our genius leader,"Our genius leader 

     ",0,0,3,5.0,0.0,"[(('o', 'u', 'r'), 1), (('u', 'r', ' '), 1), (('r', ' ', 'g'), 1), ((' ', 'g', 'e'), 1), (('g', 'e', 'n'), 1)]","[(('our', 'genius'), 1), (('genius', 'leader'), 1)]","['BoyWithLuv', 'BestMusicVideo', 'iHeartAwards']",['https://t.co/IaZjr4xhA2'],['@BTS_twt'],3,0,0,0,0,1,0,33.33333333333333,0,66.66666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Japonic,Japanese, 
why so perfect,"Why so perfect?

    ",0,0,3,4.0,0.3333333333333333,"[(('w', 'h', 'y'), 1), (('h', 'y', ' '), 1), (('y', ' ', 's'), 1), ((' ', 's', 'o'), 1), (('s', 'o', ' '), 1)]","[(('why', 'so'), 1), (('so', 'perfect'), 1)]","['BoyWithLuv', 'BestMusicVideo', 'iHeartAwards']",['https://t.co/ULFgvTnkAj'],['@BTS_twt'],3,0,0,33.33333333333333,0,1,33.33333333333333,0,0,0,0,0,66.66666666666666,0,0,0,0,0,0,0,0,0,0,0,0,Japonic,Japanese, 
the global phenomenon,"The global phenomenon 

    ",0,0,3,6.333333333333333,0.0,"[(('e', 'n', 'o'), 2), (('t', 'h', 'e'), 1), (('h', 'e', ' '), 1), (('e', ' ', 'g'), 1), ((' ', 'g', 'l'), 1)]","[(('the', 'global'), 1), (('global', 'phenomenon'), 1)]","['BoywithLuv', 'BestMusicVideo', 'iHeartAwards']",['https://t.co/elxVvZjLrB'],['@BTS_twt'],3,0,0,0,0,1,33.33333333333333,33.33333333333333,0,33.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Japonic,Japanese, 
time to stream,"time to stream!!

   


",0,0,3,4.0,0.0,"[(('t', 'i', 'm'), 1), (('i', 'm', 'e'), 1), (('m', 'e', ' '), 1), (('e', ' ', 't'), 1), ((' ', 't', 'o'), 1)]","[(('time', 'to'), 1), (('to', 'stream'), 1)]","['iHeartRadio', 'BestMusicVideo', 'BoyWithLuv']",['https://t.co/dlkreytmNp'],['@BTS_twt'],3,0,0,33.33333333333333,0,1,0,0,0,33.33333333333333,33.33333333333333,0,0,0,0,0,0,33.33333333333333,0,0,0,0,0,0,0,Greek,Greek, 
let s spend the special extra leap year day together army tune into and request tracks like and to hear on the radio kiss 92 5 am radio player canada app,"Let's spend the special, extra leap year day together, ARMY! 

Tune into   and request  tracks like  and  to hear on the radio!

 KiSS 92.5 FM
 
 Radioplayer Canada App ",0,1,31,3.967741935483871,0.4833333333333333,"[(('n', 'd', ' '), 3), (('t', 'h', 'e'), 3), ((' ', 's', 'p'), 2), (('s', 'p', 'e'), 2), (('d', ' ', 't'), 2)]","[(('let', 's'), 1), (('s', 'spend'), 1), (('spend', 'the'), 1), (('the', 'special'), 1), (('special', 'extra'), 1)]","['SetItOff', 'ON', 'BoyWithLuv']","['https://t.co/ZT9KDH4j3e', 'https://t.co/DAGt69zCDL']","['@KiSS925', '@BTS_twt']",3,0,0,12.903225806451612,0,2,6.451612903225806,6.451612903225806,0,29.03225806451613,12.903225806451612,0,3.225806451612903,6.451612903225806,3.225806451612903,0,3.225806451612903,12.903225806451612,3.225806451612903,3.225806451612903,0,0,0,0,0,Germanic,English, 
whoop its saturday we would love to hear by ft on,"Whoop! Its Saturday, !

We would LOVE to hear  by  ft  on !      ",0,1,11,3.5454545454545454,0.18181818181818182,"[(('w', 'h', 'o'), 1), (('h', 'o', 'o'), 1), (('o', 'o', 'p'), 1), (('o', 'p', ' '), 1), (('p', ' ', 'i'), 1)]","[(('whoop', 'its'), 1), (('its', 'saturday'), 1), (('saturday', 'we'), 1), (('we', 'would'), 1), (('would', 'love'), 1)]","['MostRequestedLive', 'ON', 'MostRequestedLive', 'MRLSayON', 'iHeartAwards', 'BestMusicVideo', 'BoyWithLuv', 'BTS']",[],"['@bts_twt', '@Sia']",8,0,0,36.36363636363637,0,0,0,0,9.090909090909092,0,27.272727272727273,9.090909090909092,0,0,9.090909090909092,0,9.090909090909092,36.36363636363637,0,0,0,0,0,0,0,Germanic,English, 
hi this saturday is almost over you can make it better by playing by ft on thank you,"Hi , this Saturday is almost over! You can make it better  by playing  by  ft  on 

Thank you!     ",0,0,18,3.7222222222222223,0.2222222222222222,"[((' ', 't', 'h'), 2), (('i', 's', ' '), 2), (('t', ' ', 'o'), 2), (('e', 'r', ' '), 2), ((' ', 'y', 'o'), 2)]","[(('hi', 'this'), 1), (('this', 'saturday'), 1), (('saturday', 'is'), 1), (('is', 'almost'), 1), (('almost', 'over'), 1)]","['ON', 'MostRequestedLive', 'MRLSayON', 'iHeartAwards', 'BestMusicVideo', 'BoyWithLuv', 'BTS']",[],"['@MostRequestLive,', '@bts_twt', '@Sia']",7,0,0,16.666666666666664,0,0,0,5.555555555555555,5.555555555555555,0,22.22222222222222,16.666666666666664,11.11111111111111,0,0,0,5.555555555555555,33.333333333333336,0,0,0,0,0,0,0,Germanic,English, 
thank you for playing feat we discovered this song through,"Thank you   for playing   feat. !

We discovered this song through :  ",0,0,10,4.9,0.0,"[(('n', 'g', ' '), 2), ((' ', 't', 'h'), 2), (('t', 'h', 'a'), 1), (('h', 'a', 'n'), 1), (('a', 'n', 'k'), 1)]","[(('thank', 'you'), 1), (('you', 'for'), 1), (('for', 'playing'), 1), (('playing', 'feat'), 1), (('feat', 'we'), 1)]","['SetItOff', 'BoyWithLuv']","['https://t.co/gzPMC07oXU', 'https://t.co/X7UrRZxDl9']","['@KiSS925', '@BTS_twt', '@halsey!', '@Shazam:']",2,0,0,30.0,0,2,0,10.0,0,20.0,20.0,20.0,0,0,0,0,0,30.0,0,0,0,0,0,0,0,Germanic,English, 
you know playing s ft on would be shoo on point,"You know, playing 's  ft  on  would be sooo ON point!  !     ",1,0,11,3.3636363636363638,0.4090909090909091,"[((' ', 'o', 'n'), 2), (('o', 'n', ' '), 2), (('y', 'o', 'u'), 1), (('o', 'u', ' '), 1), (('u', ' ', 'k'), 1)]","[(('you', 'know'), 1), (('know', 'playing'), 1), (('playing', 's'), 1), (('s', 'ft'), 1), (('ft', 'on'), 1)]","['ON', 'MostRequestedLive', 'MRLSayON', 'iHeartAwards', 'BestMusicVideo', 'BoyWithLuv', 'BTS']",[],"[""@bts_twt's"", '@Sia', '@MostRequestLive']",7,0,0,36.36363636363637,0,0,0,0,0,9.090909090909092,18.181818181818183,9.090909090909092,9.090909090909092,0,0,0,0,45.45454545454546,0,9.090909090909092,0,0,0,0,0,Germanic,English, 
let s get featuring to no 1 on,Let's get  featuring  to No. 1 on        ,0,0,8,2.875,0.3125,"[(('e', 't', ' '), 2), (('l', 'e', 't'), 1), (('t', ' ', 's'), 1), ((' ', 's', ' '), 1), (('s', ' ', 'g'), 1)]","[(('let', 's'), 1), (('s', 'get'), 1), (('get', 'featuring'), 1), (('featuring', 'to'), 1), (('to', 'no'), 1)]","['by', 'MostRequestedLive', 'MRLSayON', 'iHeartAwards', 'BestMusicVideo', 'BoyWithLuv', 'BTS']",[],"['@bts_twt', '@Sia', '@MostRequestLive']",7,0,0,12.5,0,0,0,0,12.5,0,25.0,0,0,0,12.5,0,0,25.0,12.5,0,0,0,0,0,0,Germanic,English, 
hi from hi my favorite map of the soul 7 songs is please play it on,"Hi from HI!
, my favorite  Map of the Soul: 7 song is ! Please play it ON 


 
 
",0,0,16,3.25,0.3125,"[(('h', 'i', ' '), 2), ((' ', 's', 'o'), 2), ((' ', 'p', 'l'), 2), (('i', ' ', 'f'), 1), ((' ', 'f', 'r'), 1)]","[(('hi', 'from'), 1), (('from', 'hi'), 1), (('hi', 'my'), 1), (('my', 'favorite'), 1), (('favorite', 'map'), 1)]","['ON', 'MostRequestedLive', 'MRLSayON', 'iHeartAwards', 'BestMusicVideo', 'BoyWithLuv']",['https://t.co/7tkCYnV9On'],"['@MostRequestLive,']",6,0,0,25.0,0,1,6.25,12.5,12.5,18.75,18.75,6.25,0,0,0,0,0,18.75,6.25,0,0,0,0,0,0,Germanic,English, 
i m voting for by as at the,  I'm voting for  by  as  at the ,0,0,8,2.5,0.25,"[(('i', ' ', 'm'), 1), ((' ', 'm', ' '), 1), (('m', ' ', 'v'), 1), ((' ', 'v', 'o'), 1), (('v', 'o', 't'), 1)]","[(('i', 'm'), 1), (('m', 'voting'), 1), (('voting', 'for'), 1), (('for', 'by'), 1), (('by', 'as'), 1)]","['BoyWithLuv', 'BestMusicVideo', 'iHeartAwards']",[],"['@BTSGlobalVoting', '@BTS_twt', '@BTS_twt']",3,0,0,0,0,0,0,12.5,0,0,37.5,0,12.5,0,12.5,0,0,12.5,0,0,0,0,0,0,0,Germanic,English, 
mufti tasking streaming and voting,"  Multi-tasking streaming and voting
   ",0,0,5,6.0,0.1,"[(('i', 'n', 'g'), 3), (('n', 'g', ' '), 2), (('m', 'u', 'f'), 1), (('u', 'f', 't'), 1), (('f', 't', 'i'), 1)]","[(('multi', 'tasking'), 1), (('tasking', 'streaming'), 1), (('streaming', 'and'), 1), (('and', 'voting'), 1)]","['BoyWithLuv', 'BestMusicVideo', 'iHeartAwards']",[],"['@BTSGlobalVoting', '@BTS_twt', '@BTS_twt']",3,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,0,20.0,40.0,0,0,0,0,0,0,0,Germanic,English, 
i m voting for at the rt to vote too,I'm voting for  for  at the . RT to vote too! ,0,0,10,2.7,0.9863636363636363,"[((' ', 'v', 'o'), 2), (('v', 'o', 't'), 2), (('t', ' ', 't'), 2), ((' ', 't', 'o'), 2), (('i', ' ', 'm'), 1)]","[(('i', 'm'), 1), (('m', 'voting'), 1), (('voting', 'for'), 1), (('for', 'for'), 1), (('for', 'at'), 1)]","['BoyWithLuv', 'BestMusicVideo', 'iHeartAwards']",['https://t.co/hvM6mctbxe'],[],3,0,0,20.0,0,1,0,10.0,0,0,40.0,0,10.0,0,10.0,0,0,30.0,0,0,0,0,0,0,0,Germanic,English, 
jungkook s focus fan cam above 1m views,"Jungkook's focus fancam above 1M + views

 
 ()

",0,0,8,4.0,1.7857142857142858,"[(('s', ' ', 'f'), 2), (('j', 'u', 'n'), 1), (('u', 'n', 'g'), 1), (('n', 'g', 'k'), 1), (('g', 'k', 'o'), 1)]","[(('jungkook', 's'), 1), (('s', 'focus'), 1), (('focus', 'fancam'), 1), (('fancam', 'above'), 1), (('above', '1m'), 1)]","['BestMusicVideo', 'BoyWithLuv', 'iHeartAwards']",['https://t.co/SRuzTfHaow'],['@BTS_twt)'],3,0,0,0,0,1,0,0,0,25.0,12.5,0,0,12.5,0,12.5,0,12.5,12.5,12.5,0,0,0,0,0,Indo-Aryan,Indian, 
bass lets vote for our cutie,"  Yass! Lets vote for our  cutie   

(   ) ",0,0,6,3.8333333333333335,0.16666666666666666,"[(('b', 'a', 's'), 1), (('a', 's', 's'), 1), (('s', 's', ' '), 1), (('s', ' ', 'l'), 1), ((' ', 'l', 'e'), 1)]","[(('yass', 'lets'), 1), (('lets', 'vote'), 1), (('vote', 'for'), 1), (('for', 'our'), 1), (('our', 'cutie'), 1)]","['BoyWithLuv', 'BestMusicVideo', 'iHeartAwards']",['https://t.co/4vzxTXeh5h'],"['@btsvotingmetric', '@BTS_twt', '@BTS_twt']",3,0,0,49.99999999999999,0,1,0,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,0,0,0,16.666666666666664,0,0,16.666666666666664,0,0,0,0,0,0,0,Germanic,English, 
heart radio awards i vote s as the in 2020,"~ iheart radio awards~

I vote 's  as the  in 2020  ",0,1,10,3.3,0.55,"[(('h', 'e', 'a'), 1), (('e', 'a', 'r'), 1), (('a', 'r', 't'), 1), (('r', 't', ' '), 1), (('t', ' ', 'r'), 1)]","[(('iheart', 'radio'), 1), (('radio', 'awards'), 1), (('awards', 'i'), 1), (('i', 'vote'), 1), (('vote', 's'), 1)]","['BoyWithLuv', 'BestMusicVideo', 'iHeartAwards']",['https://t.co/Ur3KjobNGE'],"[""@BTS_twt's""]",3,0,0,20.0,0,1,0,10.0,0,20.0,20.0,10.0,0,0,0,0,10.0,10.0,10.0,20.0,0,0,0,0,0,Germanic,English, 
i vote for by as the at the,"  I vote for  by 

 as the  at the ",0,0,8,2.5,0.1875,"[((' ', 't', 'h'), 2), (('t', 'h', 'e'), 2), (('i', ' ', 'v'), 1), ((' ', 'v', 'o'), 1), (('v', 'o', 't'), 1)]","[(('i', 'vote'), 1), (('vote', 'for'), 1), (('for', 'by'), 1), (('by', 'as'), 1), (('as', 'the'), 1)]","['BoyWithLuv', 'BestMusicVideo', 'iHeartAwards']",[],"['@BTSGlobalVoting', '@BTS_twt', '@BTS_twt']",3,0,0,0,0,0,0,25.0,0,0,50.0,12.5,0,0,0,0,0,12.5,0,0,0,0,0,0,0,Germanic,English, 
the second i finished i wanted to go straight back to some form of television sophie turner told mlle for our april issue now that am out of it am only starting to realize how incredible it was,"The second I finished , I wanted to go straight back to some form of television, Sophie Turner told ELLE for our April issue. Now that Im out of it, Im only starting to realize how incredible it was.""  ",0,1,38,4.105263157894737,0.2763157894736842,"[((' ', 't', 'o'), 4), (('t', 'o', ' '), 3), (('m', ' ', 'o'), 3), (('d', ' ', 'i'), 2), ((' ', 'i', ' '), 2)]","[(('the', 'second'), 1), (('second', 'i'), 1), (('i', 'finished'), 1), (('finished', 'i'), 1), (('i', 'wanted'), 1)]",['GameofThrones'],"['https://t.co/76p8EQkY72', 'https://t.co/9qaUcJ5Ouy']",[],1,0,0,15.789473684210526,0,2,5.263157894736842,7.894736842105262,0,7.894736842105262,21.052631578947366,10.526315789473683,13.157894736842104,0,5.263157894736842,0,10.526315789473683,18.421052631578945,0,0,0,0,0,0,0,Germanic,English, 
