text,url,lang
"@MAKAEL86 @shaunking @JoeBiden How about from 2020? 
#Joementia #TellTheTruthJoe #Biden2020SwallowIt
https://t.co/mPZaQxS4K4",https://twitter.com/RaybouldJohn/status/1237017913938317312,english
@ShadeyGreySkies @DrJillStein Huh? Just need #TellTheTruthJoe to draw a clock. Is that so much to ask of the #ObidenBama team that has failed to #resist?,https://twitter.com/MaLaCoiD/status/1236777418209230848,english
@OpinionatedLab #OnlyBernieCanBeatTrump Trump WILL beat Biden like a Drum #HidinBiden #LyinBiden #BidenSocialSecurityCuts #BidenWasNotInTheCivilRightsMovement #TellTheTruthJoe #BidenSocialSecurityCuts #ONLYBERNIECANBEATTRUMP https://t.co/jrZ6BLRSYu,https://twitter.com/Carolin75054091/status/1236746962495401984,english
"@ChrzChris @Juliess31 @PdxWheeler @Bern4Bern @JoeBiden @lindyli @briebriejoy @davidsirota @ninaturner @fshakir If you #TellTheTruthJoe, you don’t have to keep your lies straight",https://twitter.com/DavidAgStone/status/1236114961455169536,english
@dexter_jeremy #TellTheTruthJoe will implode. This whole drama is just for ratings. #WeWillWin!,https://twitter.com/MaLaCoiD/status/1235678413752430592,english
"@JoeBiden @MikeBloomberg So why did you lie when you said the ""establishment"" is working class Americans and not your 60 Billionaire donors? #TellTheTruthJoe",https://twitter.com/psychhedelic/status/1235342560022888449,english
"In the richest country on earth, #JoeBiden2020 refuses to guarantee healthcare as a human right to every American. 

500k ppl go bankrupt.
45k ppl die. 
EVERY. YEAR.

All so Joe can restore the lining of his billionaire-funded pockets. 

#TellTheTruthJoe https://t.co/xT1J49mC5d",https://twitter.com/Karish4VA/status/1235243618224549888,english
"Joe Biden has failed American workers on trade policy, unless you consider losing American jobs to overseas labor a good thing.
#TellTheTruthJoe https://t.co/qrugicGnTJ",https://twitter.com/Poli_NewSense/status/1235241850358960128,english
"@JordanChariton @JoeBiden You should vote for #lyingdogfacedponysoldier 'cause  ""getting arrested trying to visit Nelson Mandela"" &amp; voting for the Iraq war &amp; being so stupid as to be sucked in by someone as dumb as Bush is way better than integrity, honesty &amp; consistency of #BernieSanders #tellthetruthjoe",https://twitter.com/Kenlenkirk/status/1234702204272967680,english
"@LA_Crystal #TellTheTruthJoe .. btw, joe just won his first presidential DNC primary in 36 years .. in SC2020",https://twitter.com/Nathan44721726/status/1234220775168569345,english
@SergioJSiano @BernieSanders #OnlyBernieCanBeatTrump Trump WILL beat Biden like a Drum #HidinBiden #LyinBiden #BidenSocialSecurityCuts #BidenWasNotInTheCivilRightsMovement #TellTheTruthJoe #OnlyBernieCanBeatTrump #OnlyBernie is fighting for the PEOPLE #ONLYBERNIECANBEATTRUMP https://t.co/uuaIl3RcSq,https://twitter.com/Carolin75054091/status/1236750244471132160,english
"@amyklobuchar @JoeBiden BIDEN URGED TO '#TELLTHETRUTHJOE' ABOUT PAST CALLS FOR SOCIAL SECURITY CUTS
https://t.co/ESUoi8dJfZ",https://twitter.com/turbotruth/status/1235287693787107328,english
"BIDEN URGED TO '#TELLTHETRUTHJOE' ABOUT PAST CALLS FOR SOCIAL SECURITY CUTS
https://t.co/ESUoi8dJfZ",https://twitter.com/turbotruth/status/1235277815173591041,english
@ewarren Joe Biden=liability #BarismaBiden #BernieBeatsBiden #BernieBeatsTrump  #BernieBeatsEveryone #BernieOrBust #BernieOrVest #CanvasForBernie #DropOutBiden #LyingDogFacedPonySoldier #NeverBiden #NoMiddleGround #NotMeUs #TellTheTruthJoe #WarrenEndorseBernie #WarrenToBernie https://t.co/MFIu6wBzN8,https://twitter.com/Kenlenkirk/status/1235103847187533825,english
"@nowuckas4u @mrsdurkinmuses @amyklobuchar @BernieSanders @JoeBiden You should vote for #lyingdogfacedponysoldier 'cause  ""getting arrested trying to visit Nelson Mandela"" &amp; voting for the Iraq war &amp; being so stupid as to be sucked in by someone as dumb as Bush is way better than integrity, honesty &amp; consistency of #BernieSanders #tellthetruthjoe",https://twitter.com/Kenlenkirk/status/1234760906619228161,english
"@ewarren @johnlegend I was gutted when you endorsed Clinton, do the right thing this time &amp; back Bernie! #WarrenEndorseBernie #BernieBeatsBiden #BernieBeatsTrump  #BernieBeatsEveryone #BernieOrVest #CanvasForBernie #CreepyJoe #NeverBiden #NoMiddleGround #NotMeUs #TellTheTruthJoe  #WarrenToBernie",https://twitter.com/Kenlenkirk/status/1234681008705851397,english
"@Reuters #LyinBiden has early onset dementia. He thinks he's running for the Senate. If you don't like what you see then you can ""Vote for the other Biden"" - in his own words. #BidenSocialSecurityCuts #BidenWasNeverInTheCivilRightsMovement #TellTheTruthJoe #LyinBiden",https://twitter.com/Carolin75054091/status/1234607187198038016,english
@frikncapitalist @eliaseen1 @BernieSanders True. #SocialSecurity #BidenSocialSecurityCuts #BidenDropOut #JoeDropOut #SocialSecurity #DropOutBiden #DropOutJoe #TellTheTruthJoe,https://twitter.com/Suse2u/status/1234321374740647936,english
@riverhawkfox @BernieSanders Truth. #TellTheTruthJoe #BidenSocialSecurityCuts #BidenDropOut #DropOutBiden #BidenIsRepublican #DropOutJoe #DropOutBiden,https://twitter.com/Suse2u/status/1234318807377862656,english
"#TellTheTruthJoe needs to control the #BidenBros. So divisive. Like, read the room. 🙃 https://t.co/ECxYCDeDet",https://twitter.com/MaLaCoiD/status/1233974617271717890,english
"@ewarren I was gutted when you endorsed Clinton, do the right thing this time &amp; back Bernie! #WarrenEndorseBernie #BernieBeatsBiden #BernieBeatsTrump  #BernieBeatsEveryone #BernieOrVest #CanvasForBernie #CreepyJoe #NeverBiden #NoMiddleGround #NotMeUs #TellTheTruthJoe  #WarrenToBernie",https://twitter.com/Kenlenkirk/status/1234680778165911552,english
"EVERY VOTE MATTERS: #BERNIE RALLY IN ST. PAUL, MN https://t.co/e39TXvQUwL  Nathaniel Rateliff is performing live now as I post this. #BernieBeatsBiden #BernieBeatsTrump  #BernieBeatsEveryone #BernieOrVest #CanvasForBernie #NoMiddleGround #NotMeUs #TellTheTruthJoe #WarrenToBernie",https://twitter.com/Kenlenkirk/status/1234650229661552640,english
Joe Biden=liability #BarismaBiden #BernieBeatsBiden #BernieBeatsTrump  #BernieBeatsEveryone #BernieOrBust #BernieOrVest #CanvasForBernie #CreepyJoe  #DropOutBiden #LyingDogFacedPonySoldier #NeverBiden #NoMiddleGround #NotMeUs #TellTheTruthJoe #WarrenEndorseBernie #WarrenToBernie https://t.co/0mXsgyQ1DW,https://twitter.com/Kenlenkirk/status/1234623868163121153,english
Pelosi:Corona Vaccine Should Be “Affordable”WTF?!? https://t.co/kTAuw44OWc  #BernieBeatsBiden #BernieBeatsTrump #BernieBeatsEveryone #CanvasForBernie #LyingDogFacedPonySoldier #NeverBiden #NoMiddleGround #NotMeUs #TellTheTruthJoe #WarrenEndorseBernie #WarrenToBernie,https://twitter.com/Kenlenkirk/status/1234620251850985472,english
Democrat Admit Voters Don’t Choose Pres. Nominee https://t.co/JNcZxW2qIN #BarismaBiden #BernieBeatsBiden #BernieBeatsTrump #BernieBeatsWarren #BernieBeatsEveryone #CanvasForBernie #LyingDogFacedPonySoldier #NeverBiden #NoMiddleGround #NotMeUs #TellTheTruthJoe #WarrenEndorseBernie,https://twitter.com/Kenlenkirk/status/1234619295834836993,english
Biden vs. Bernie: What two very long records say about 2020 https://t.co/JqKFkX79yy #BernieBeatsBiden #BernieBeatsTrump #BernieBeatsEveryone #BernieOrVest #CanvasForBernie #CreepyJoe #DropOutBiden #LyingDogFacedPonySoldier #NeverBiden #NoMiddleGround #NotMeUs #TellTheTruthJoe,https://twitter.com/Kenlenkirk/status/1234608041112195074,english
"@charlesadler @UncleRee1 Voters will decide #SuperTuesday 
Yawn at what you think @charlesadler 
#ByeByeBiden #NoMiddleGround #LyingDogFacedPonySoldier #TellTheTruthJoe
#BernieBeatsTrump #BernieBeatsBiden #BernieBeatsEveryone #NotMeUs #neverbiden #dropoutbiden #creepyjoebiden 
#BernieOrBust #BernieOrVest",https://twitter.com/Kenlenkirk/status/1234569743656345601,english
"Krystal Ball: #ElizabethWarren helps #JoeBiden, betrays her own past with white feminist attack on #BernieSanders #lyingdogfacedponysoldier   #tellthetruthjoe #dropoutwarren #supertuesday #thankyoupete #berniebeatseveryone https://t.co/aEom0i1UsC",https://twitter.com/Kenlenkirk/status/1234552454886219777,english
"@AynRandPaulRyan You should vote for #lyingdogfacedponysoldier 'cause  ""getting arrested trying to visit Nelson Mandela"" &amp; voting for the Iraq war &amp; being so stupid as to be sucked in by someone as dumb as Bush is way better than integrity, honesty &amp; consistency of #BernieSanders #tellthetruthjoe",https://twitter.com/Kenlenkirk/status/1234544827997380610,english
@Mikeroyce34 @GriffinF38 @BernieSanders @PeteButtigieg @JoeBiden This is Joe Biden. #DropOutBiden #SayNoToJoe #BidenSocialSecurityCuts #BidenDropOut #TellTheTruthJoe #SayNoToJoe,https://twitter.com/Suse2u/status/1234332640544804866,english
